date,open,high,low,close,volume,source
2019-01-02,35.83349719,35.96215796,35.07192159,35.2420845,10549600,yfinance
2019-01-03,35.25867559,35.51806787,35.0013573,35.15491867,9260800,yfinance
2019-01-04,35.10096652,35.81481467,34.99928676,35.80236435,10848800,yfinance
2019-01-07,35.61974973,35.88744436,35.38111008,35.75048447,9478000,yfinance
2019-01-08,35.7235149,36.06383755,35.60315963,36.01195908,10599600,yfinance
2019-01-09,36.01609066,36.10739723,35.702746,35.85630417,7047600,yfinance
2019-01-10,35.96214798,36.44357843,35.80651261,36.39585114,11384800,yfinance
2019-01-11,36.34397298,36.55148681,36.03477622,36.46225739,8860000,yfinance
2019-01-14,36.23606843,36.23606843,35.14247269,35.53259659,15355600,yfinance
2019-01-15,35.56580291,36.48301386,35.43299416,36.25682449,9261200,yfinance
2019-01-16,36.11155555,36.29624273,35.8646136,36.24851227,7059200,yfinance
2019-01-17,36.3419056,36.50584016,36.19872052,36.41661072,8200800,yfinance
2019-01-18,36.60543595,36.64901525,36.33774452,36.54110718,7414400,yfinance
2019-01-22,36.40415661,36.92709245,36.36473163,36.80881119,8654400,yfinance
2019-01-23,36.92501076,37.24043266,36.56186156,37.22383118,9089200,yfinance
2019-01-24,37.19892994,37.53510451,36.92916448,37.41059494,9812800,yfinance
2019-01-25,37.04121676,37.24665659,36.09080309,36.14890671,15254400,yfinance
2019-01-28,36.54525566,36.54525566,35.64464652,35.78990555,11976800,yfinance
2019-01-29,35.91649146,35.98911939,35.63842371,35.87083817,7924400,yfinance
2019-01-30,35.74218563,36.23814359,35.71313382,36.02232742,8345600,yfinance
2019-01-31,35.99120187,37.20515596,35.97252638,37.14082718,12519600,yfinance
2019-02-01,37.01424988,37.16988529,36.62619994,36.90011978,8934000,yfinance
2019-02-04,36.75277777,36.97689311,36.54941509,36.95821762,11302000,yfinance
2019-02-05,36.84823757,37.08272608,36.68222585,36.97274399,7956800,yfinance
2019-02-06,37.08894919,37.19478328,36.8544607,36.95821762,6647200,yfinance
2019-02-07,36.93746812,37.65339033,36.91256747,37.63264084,8516800,yfinance
2019-02-08,37.60358183,38.05180929,37.5641537,37.97710419,7322400,yfinance
2019-02-11,37.85467179,38.16801653,37.83392231,37.97710419,7404400,yfinance
2019-02-12,37.97502965,38.2676249,37.70110988,38.03105927,7004800,yfinance
2019-02-13,37.98747719,38.15348887,37.85674248,37.94390106,5726400,yfinance
2019-02-14,38.04973939,38.27385473,37.87957651,37.894104,6408000,yfinance
2019-02-15,38.30912224,38.41287914,38.03727968,38.19083786,8813200,yfinance
2019-02-19,38.20953128,38.55815308,38.05804387,38.46684647,9774000,yfinance
2019-02-20,38.40665046,38.6183154,38.19083435,38.52285767,10203200,yfinance
2019-02-21,38.36722795,38.77810441,38.29874802,38.71377563,8274800,yfinance
2019-02-22,38.76981266,39.0416553,38.54777133,39.0395813,6735200,yfinance
2019-02-25,39.10598266,39.30104618,38.66190317,38.98770142,7555600,yfinance
2019-02-26,39.04995311,39.22426714,38.83621411,39.06032944,7644400,yfinance
2019-02-27,38.97676443,39.16686518,38.87231389,39.02481079,7288000,yfinance
2019-02-28,39.06659884,39.42800009,38.86814341,39.21492004,12454000,yfinance
2019-03-01,39.17314484,39.39457955,38.97886511,39.18149948,6865600,yfinance
2019-03-04,39.3214525,39.38830238,38.9746791,39.32354355,8609200,yfinance
2019-03-05,39.35070587,39.52618525,39.27759239,39.34026337,7666800,yfinance
2019-03-06,39.28593798,39.47603874,39.06032443,39.18357849,7155600,yfinance
2019-03-07,39.327723,39.50946914,39.14389218,39.25878525,9411200,yfinance
2019-03-08,39.40084688,39.57214417,39.04780342,39.41964722,6972800,yfinance
2019-03-11,39.40083581,39.64524971,39.36950192,39.58675766,7135600,yfinance
2019-03-12,39.69120296,39.97530854,39.57212782,39.87712479,7140400,yfinance
2019-03-13,39.6640597,40.0087485,39.57841265,39.89385223,4916000,yfinance
2019-03-14,39.9335351,40.14452406,39.73507969,39.89593124,5816800,yfinance
2019-03-15,39.84996628,40.0964712,39.69329048,39.95024109,14402000,yfinance
2019-03-18,39.99829727,40.10483569,39.71837054,39.87295532,7469200,yfinance
2019-03-19,39.8019339,39.81864637,39.22954363,39.37786484,8080800,yfinance
2019-03-20,39.49067036,39.93563081,39.23998962,39.66405869,8669200,yfinance
