date,open,high,low,close,volume,source
2019-01-02,58.2406243,59.30704852,58.13741942,59.00604248,2766600,yfinance
2019-01-03,58.68782636,58.68782636,56.95058697,57.30319214,2803500,yfinance
2019-01-04,58.2234291,58.94585028,57.62141692,58.93724823,3801600,yfinance
2019-01-07,59.12645046,59.88326667,58.61904117,59.10925293,2342300,yfinance
2019-01-08,59.62524815,59.98645533,58.2664136,58.63622284,4316500,yfinance
2019-01-09,59.30704274,59.85745561,59.21243991,59.39304352,3184000,yfinance
2019-01-10,58.98883695,60.50247574,58.85983905,60.36487579,2261300,yfinance
2019-01-11,59.88326636,60.5196867,59.88326636,60.39068222,1676700,yfinance
2019-01-14,59.96925859,60.6658734,59.57364321,60.52826691,1858800,yfinance
2019-01-15,60.66589133,60.66589133,59.5306637,60.09827423,1814900,yfinance
2019-01-16,60.02945801,60.51106759,59.96925681,60.28746033,1791900,yfinance
2019-01-17,59.84026166,61.32809429,59.84026166,61.03569031,1440300,yfinance
2019-01-18,61.43990596,62.3859278,61.28510191,61.80971527,2472300,yfinance
2019-01-22,61.44848849,61.44848849,59.95205401,60.57987213,4081800,yfinance
2019-01-23,60.66587485,60.88948212,59.814456,60.33046722,2593400,yfinance
2019-01-24,60.31326704,60.74327752,60.08106427,60.33907318,2997500,yfinance
2019-01-25,61.06149145,61.4226987,60.8464862,61.12169266,2733600,yfinance
2019-01-28,60.02945928,60.06385435,58.45561952,59.43604279,4635700,yfinance
2019-01-29,60.07245781,61.27648837,59.71985266,61.15608597,3605200,yfinance
2019-01-30,61.92151333,62.81593598,61.01848864,62.67832947,3652000,yfinance
2019-01-31,64.68217652,65.8088019,64.03716079,65.57659912,6272200,yfinance
2019-02-01,65.61099274,65.86039958,64.73376778,65.7743988,4160700,yfinance
2019-02-04,65.98939843,66.35060559,65.37018241,66.30760193,2862300,yfinance
2019-02-05,66.31621483,66.40221561,65.79160153,66.35061646,2497000,yfinance
2019-02-06,65.74001054,66.61722911,65.74001054,66.17002106,2475000,yfinance
2019-02-07,65.90338343,66.33339377,65.10356392,65.67118073,2465900,yfinance
2019-02-08,65.24117738,65.43897849,64.60476384,65.21537781,1903400,yfinance
2019-02-11,65.26698036,65.34438565,64.7853708,65.04337311,1785400,yfinance
2019-02-12,65.49058959,66.09260156,65.40458881,65.93779755,2658200,yfinance
2019-02-13,66.28183253,66.93545047,66.10122887,66.79784393,2120400,yfinance
2019-02-14,66.34200894,66.94402092,65.94640013,66.39360809,1898600,yfinance
2019-02-15,67.05584714,67.77826173,66.89244103,67.70946503,2233300,yfinance
2019-02-19,67.34821559,67.95882947,67.12461494,67.76963043,2001100,yfinance
2019-02-20,67.91585919,68.6124741,67.74385105,68.56087494,2320500,yfinance
2019-02-21,68.47489399,68.63829357,68.0620809,68.53509521,1935200,yfinance
2019-02-22,68.80168457,69.54990525,68.5866793,69.48110199,2584200,yfinance
2019-02-25,70.10030361,70.10030361,69.41228428,69.59288788,2233700,yfinance
2019-02-26,69.2660948,69.83370527,69.1886895,69.22309113,1560200,yfinance
2019-02-27,69.12848925,69.38649819,68.54367468,69.35209656,2082700,yfinance
2019-02-28,69.3692681,69.39506767,68.54364251,68.60384369,2560100,yfinance
2019-03-01,69.8767151,69.97131795,67.97606924,68.99949646,4037800,yfinance
2019-03-04,69.89390211,70.59052357,68.97367993,69.91970825,4052900,yfinance
2019-03-05,69.79069103,70.04009786,69.3864802,69.48968506,3225500,yfinance
2019-03-06,69.4294914,69.95409812,69.26608533,69.61869049,3900100,yfinance
2019-03-07,69.51459107,69.51459107,68.31725617,69.34973907,2853500,yfinance
2019-03-08,68.42137057,69.15017732,68.33460881,68.87253571,2249600,yfinance
2019-03-11,68.71634985,69.73148282,68.67297229,69.67942047,2394200,yfinance
2019-03-12,70.35618329,70.36486145,69.53193662,69.72281647,3430100,yfinance
2019-03-13,70.02647372,70.44293937,69.65339225,69.92235565,2225100,yfinance
2019-03-14,69.78355325,70.45162613,69.34973781,70.26942444,2476700,yfinance
2019-03-15,70.22604393,70.64250303,69.78355034,69.91369629,4940000,yfinance
2019-03-18,70.12188657,71.36259827,70.06115271,71.23245239,2971400,yfinance
2019-03-19,71.65761273,71.8745204,70.9982182,71.33659363,2232100,yfinance
2019-03-20,71.27587226,71.27587226,70.17397742,70.4776535,3261900,yfinance
2019-03-21,70.11322772,71.4060021,70.08719986,71.15438843,1891200,yfinance
2019-03-22,70.72059392,70.89411745,68.4213708,68.56018829,3797700,yfinance
2019-03-25,68.5428237,69.03737292,68.21312642,68.50811768,2801500,yfinance
2019-03-26,69.19355366,69.3410493,68.61224263,68.99399567,2062400,yfinance
2019-03-27,69.01137203,69.46253724,68.49946628,68.86387634,2136200,yfinance
2019-03-28,69.28028516,69.71410035,68.75103009,69.28896332,1767000,yfinance
2019-03-29,69.974422,69.9917717,69.62736837,69.89633179,2173100,yfinance
2019-04-01,70.76396133,71.48409644,70.50367608,71.3539505,2124600,yfinance
2019-04-02,71.57085048,71.96128824,71.25850291,71.7009964,1699200,yfinance
2019-04-03,72.14350166,72.59466676,71.55351246,71.9005661,2080300,yfinance
2019-04-04,71.35396522,72.22159614,71.35396522,72.16954041,1917400,yfinance
2019-04-05,72.26495352,72.60332892,72.10010158,72.2302475,1542900,yfinance
2019-04-08,72.01335855,72.61202594,71.59689284,72.60334778,1417900,yfinance
2019-04-09,72.21291356,72.21291356,71.34528277,71.44939423,1984000,yfinance
2019-04-10,71.52748816,71.7964516,71.12837877,71.51013184,1407800,yfinance
2019-04-11,71.78775844,72.16951805,71.57952894,71.99599457,1349700,yfinance
2019-04-12,72.5252646,72.79423468,72.0827776,72.77687836,1510400,yfinance
2019-04-15,72.77687522,72.88099331,72.24761986,72.5426178,876500,yfinance
2019-04-16,72.88100819,73.08923779,72.49924841,73.01115417,1822000,yfinance
2019-04-17,73.514366,73.96553114,73.00246035,73.2540741,1685100,yfinance
2019-04-18,73.6878811,74.17375221,73.53170729,73.93081665,1637700,yfinance
2019-04-22,73.47099307,73.80936863,73.27143503,73.69657898,1222900,yfinance
2019-04-23,73.57510595,74.68567249,73.51437205,74.26052856,2058900,yfinance
2019-04-24,74.13037036,74.50345183,73.93081238,74.04360199,1569500,yfinance
2019-04-25,73.29744766,73.54905475,72.5686344,72.7074585,1599000,yfinance
2019-04-26,72.84629426,72.89835,72.07410324,72.68144226,2454800,yfinance
2019-04-29,73.05450849,73.28877251,72.49922533,72.87230682,2426500,yfinance
2019-04-30,71.5708656,72.4645243,70.00045591,71.85718536,4759300,yfinance
2019-05-01,72.24761401,73.05451092,70.99823016,71.06764221,3525600,yfinance
2019-05-02,71.04139615,71.81159175,70.69130784,71.2602005,3072200,yfinance
2019-05-03,71.61028634,72.48550373,71.58403089,72.46800232,1982200,yfinance
2019-05-06,71.35646325,72.03038429,70.68254889,71.80282593,1828500,yfinance
2019-05-07,70.84007217,71.10263329,70.38495555,70.9188385,2654600,yfinance
2019-05-08,70.78757074,71.49650127,70.68254894,70.85758972,2822500,yfinance
2019-05-09,70.15741991,70.97136556,69.86859661,70.85758972,1957800,yfinance
2019-05-10,70.69126913,71.61900362,69.51848164,71.32142639,1833200,yfinance
2019-05-13,69.69354475,69.97361399,68.45949194,68.7045517,2729600,yfinance
2019-05-14,69.03712513,69.71104607,68.87958578,69.2734375,1853500,yfinance
2019-05-15,68.84457279,69.89483053,68.6345159,69.61476135,1315300,yfinance
2019-05-16,69.7898411,70.28871481,69.58854482,70.02615356,1419900,yfinance
2019-05-17,69.23845682,69.92987945,68.81834949,68.92337799,1607800,yfinance
2019-05-20,68.37197557,68.98462499,68.19692811,68.63453674,1332800,yfinance
2019-05-21,69.11591105,70.14866772,69.06340014,69.94736481,2048100,yfinance
2019-05-22,69.59728479,69.85109864,69.01964478,69.08090973,1915400,yfinance
2019-05-23,68.29317808,68.31943352,67.13789196,67.41796112,2020000,yfinance
2019-05-24,67.96060579,68.13564653,67.41796881,67.73304749,1661500,yfinance
2019-05-28,67.70679506,67.88183581,66.62152773,66.68279266,1958100,yfinance
2019-05-29,66.29770703,66.82283605,65.82508891,66.15766907,2337900,yfinance
2019-05-30,66.26270113,66.79658422,66.11391579,66.38523102,1265700,yfinance
2019-05-31,65.52751786,65.52751786,65.01989025,65.19493103,1840100,yfinance
2019-06-03,65.26493799,66.52525273,65.13365409,65.97386169,2132100,yfinance
2019-06-04,66.75281742,68.30195571,66.5690226,68.06564331,2419000,yfinance
2019-06-05,68.67830751,68.88835781,67.87310914,68.45950317,1747500,yfinance
2019-06-06,68.82708881,68.9496187,67.90810796,68.52951813,1626300,yfinance
2019-06-07,69.06340338,69.492258,68.8883559,69.21218872,1739400,yfinance
2019-06-10,69.6147748,70.12240236,69.23843115,69.42222595,1424000,yfinance
2019-06-11,70.01736528,70.5074847,69.16840365,69.32594299,1724900,yfinance
