date,open,high,low,close,volume,source
2019-01-02,87.01518429,87.45171327,85.56863741,86.02228546,2703929,yfinance
2019-01-03,85.56862057,86.86965508,82.54714172,83.55715942,3631145,yfinance
2019-01-04,84.39600001,86.76696219,84.39600001,85.97949219,2883958,yfinance
2019-01-07,86.21917035,87.00664045,85.85111759,86.33044434,2657794,yfinance
2019-01-08,87.07509814,88.57299482,86.84399067,88.53019714,4116298,yfinance
2019-01-09,89.08656589,90.14794105,88.78698948,89.32623291,3401597,yfinance
2019-01-10,89.05231575,90.24207643,88.34188905,90.18216705,1889851,yfinance
2019-01-11,89.51452425,90.12224385,89.18926193,90.09656525,1745806,yfinance
2019-01-14,89.32623842,89.85692235,89.00098338,89.09513092,1763515,yfinance
2019-01-15,89.24063532,90.28488402,89.05232553,89.90827179,2336201,yfinance
2019-01-16,90.12224013,90.51597134,89.15502011,89.43748474,3163476,yfinance
2019-01-17,89.43749289,90.66149169,89.40325475,90.36190796,3487889,yfinance
2019-01-18,91.08092298,92.17652901,90.75566793,91.97110748,3556584,yfinance
2019-01-22,91.44040287,91.50031962,90.14793504,91.08090973,3026762,yfinance
2019-01-23,90.92684292,91.56024125,89.831237,90.84124756,2142862,yfinance
2019-01-24,90.81557142,91.15794549,90.06233963,90.77277374,1873382,yfinance
2019-01-25,91.39763036,92.1422954,90.67863657,91.01245117,3158964,yfinance
2019-01-28,90.33624372,90.76422055,89.83979797,90.75566101,2369364,yfinance
2019-01-29,90.8925879,92.27065827,89.44604861,90.10512543,4098137,yfinance
2019-01-30,90.77277256,93.70865652,90.37903391,93.30635834,3973831,yfinance
2019-01-31,92.98966343,95.09527979,92.51033679,94.94121552,3258115,yfinance
2019-02-01,94.94976249,95.00967923,93.28066795,93.55457306,2919377,yfinance
2019-02-04,93.46899638,93.8028183,92.8955148,93.8028183,2177717,yfinance
2019-02-05,94.15375441,94.74435508,93.32348672,93.73434448,2898847,yfinance
2019-02-06,93.5374769,94.09383943,93.34916709,93.86273193,1802206,yfinance
2019-02-07,93.18653591,93.89696268,92.29635151,92.9468689,1924819,yfinance
2019-02-08,92.37339142,93.60594995,92.0652481,93.51179504,1420716,yfinance
2019-02-11,93.77712235,94.09381778,93.36626468,93.87982941,1860185,yfinance
2019-02-12,94.58172083,95.4376671,94.12807276,95.32639313,2000282,yfinance
2019-02-13,95.56607342,95.68589958,94.66732934,95.19801331,2213136,yfinance
2019-02-14,94.98401525,95.08672231,94.40197416,94.46188354,2535744,yfinance
2019-02-15,95.31782521,95.51469453,94.69298647,95.21511078,4567159,yfinance
