date,open,high,low,close,volume,source
2019-01-02,123.29857267411658,126.84578297488954,122.91919823938673,126.06804656982422,8788000,yfinance
2019-01-03,124.4462472533475,124.51263128988847,121.28789682680757,121.52501678466797,9428300,yfinance
2019-01-04,123.71592565329325,127.65199071577062,123.4219082185043,126.76044464111328,11065800,yfinance
2019-01-07,127.51924259846103,130.099030649066,127.13037418907825,129.04624938964844,12928000,yfinance
2019-01-08,130.8577785244648,131.06643889091526,128.95139732794524,129.7480926513672,9243000,yfinance
2019-01-09,131.17075527696747,132.2899203318344,130.52580117426555,131.27508544921875,9987600,yfinance
2019-01-10,129.7575334026347,131.6639285050175,129.33073349703852,131.5216522216797,12514900,yfinance
2019-01-11,130.64911302622707,131.45530208968404,130.32664318972925,130.94313049316406,5860100,yfinance
2019-01-14,129.92829311383952,131.00952655356832,129.60580881116016,130.03262329101562,8666700,yfinance
2019-01-15,129.89988280868886,130.6207005111842,128.27802488780335,130.26028442382812,7594900,yfinance
2019-01-16,131.26564038096157,131.71141360304404,130.00421301964894,130.26028442382812,7258000,yfinance
2019-01-17,129.9093211590841,130.8008673222049,129.5489051853428,130.20333862304688,5864900,yfinance
2019-01-18,131.18021989978902,131.45527871959382,129.5963088962357,131.3604278564453,10263500,yfinance
2019-01-22,130.79136321902902,132.32786339945687,129.91879019509042,130.9336395263672,8102300,yfinance
2019-01-23,131.61651772894348,131.81568428669576,129.13156686432663,129.94723510742188,5465800,yfinance
2019-01-24,130.042117212332,131.1897492903129,129.48253459556238,130.60169982910156,4924800,yfinance
2019-01-25,131.83464267837252,132.68824248956486,130.60165391715464,131.5216522216797,9756300,yfinance
2019-01-28,130.42146265874788,130.42146265874788,127.8606484253767,128.97982788085938,9857200,yfinance
2019-01-29,129.54886551809807,129.64371636810677,127.19671205440191,128.04083251953125,7457700,yfinance
2019-01-30,129.08418992165306,130.79139018399187,128.52459281962317,130.50686645507812,8078100,yfinance
2019-01-31,127.46225830742695,128.73317846612127,126.4284507666475,128.05029296875,20095700,yfinance
2019-02-01,128.41073407930497,133.1150557133788,128.28743086258953,132.92535400390625,13248300,yfinance
2019-02-04,132.58393796665476,134.224768357307,132.00538236920988,134.20579528808594,11882700,yfinance
2019-02-05,134.68000050530756,135.58102578326034,134.5187656216494,135.18267822265625,8455700,yfinance
2019-02-06,134.6421079588011,135.07838730668524,133.77901409065558,134.1963348388672,6146900,yfinance
2019-02-07,132.70726895177378,133.78850256803113,132.0338768118686,132.9443817138672,10675300,yfinance
2019-02-08,131.5406551227884,133.16249802635585,131.37942020953508,133.14353942871094,5950700,yfinance
2019-02-11,133.9781646716907,134.95506790990797,133.20992178262782,133.54188537597656,7600100,yfinance
2019-02-12,134.48083049171748,135.43877504716926,133.96867343538312,134.6705322265625,6090000,yfinance
2019-02-13,135.52417004071776,137.24086412674149,135.50519696748577,136.09324645996094,6885600,yfinance
2019-02-14,135.84618525328892,136.32123837020242,135.29512189797282,136.0172119140625,6314000,yfinance
2019-02-15,137.33786229077265,137.67990112304688,136.6442887827478,137.67990112304688,6536000,yfinance
2019-02-19,137.21431596299198,137.65137113112618,136.8342793365459,137.2333221435547,8406700,yfinance
2019-02-20,137.1478500798419,137.61339288803865,136.35926011185913,137.50888061523438,5283100,yfinance
2019-02-21,137.14785062219016,137.7939159493738,136.03621349002543,136.8153076171875,8573400,yfinance
2019-02-22,137.21437427863665,138.9815728878536,137.21437427863665,138.59202575683594,9680800,yfinance
2019-02-25,139.58010276808204,139.85562718215508,138.53498016821223,138.7725067138672,9731200,yfinance
2019-02-26,137.95540623458962,140.04563680682438,137.78439409114236,139.70359802246094,7332500,yfinance
2019-02-27,139.19055617570513,140.131166518439,138.6394928484189,139.8746337890625,9731200,yfinance
2019-02-28,139.9126291843512,141.39480698540487,139.88412715908763,140.72972106933594,6250200,yfinance
2019-03-01,142.00294006609371,142.4494768343501,140.97682318935531,142.01243591308594,7016800,yfinance
2019-03-04,142.58243757878859,142.6964456781497,139.6180965181744,140.5777130126953,6979700,yfinance
2019-03-05,140.61576078756187,141.8413917831052,140.4542444236515,140.56825256347656,9678600,yfinance
2019-03-06,140.61570314309793,141.10976237559464,140.06463986405714,140.4351806640625,8186400,yfinance
2019-03-07,139.91265865285115,140.43522005519486,138.75352772309702,139.50411987304688,8761700,yfinance
2019-03-08,138.18349255697444,140.12170345039203,137.29039012170787,139.99819946289062,5168100,yfinance
2019-03-11,140.7202418372871,143.43754638043038,140.6347357514033,143.1525115966797,9361500,yfinance
2019-03-12,143.46604866541156,145.49927553017483,143.3425302094889,144.1596221923828,9465100,yfinance
