name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TRIPLE FLAG PRECIOUS METAL,89679M104,3170094573,133815727,,
PHILLIPS 66,718546104,2296644300,19251000,,PSX
SUNCOR ENERGY INC NEW,867224107,1972521460,52670800,,SU
SOUTHWEST AIRLS CO,844741108,1751062540,53978500,,
SPDR S&P 500 ETF TR,78462F103,1334556000,2160000,PUT,
INVESCO QQQ TR,46090E103,1103280000,2000000,PUT,
PINTEREST INC,72352L106,1004080000,28000000,,
ISHARES TR,464287598,971150000,5000000,PUT,
SELECT SECTOR SPDR TR,81369Y704,516320000,3500000,PUT,
NVIDIA CORPORATION,67066G104,407614200,2580000,PUT,NVDA
HEWLETT PACKARD ENTERPRISE C,42824C109,381003500,18630978,,
ISHARES TR,464288513,306470000,3800000,,
VANECK ETF TRUST,92189F676,278880000,1000000,PUT,
ETSY INC,29786A106,250800000,5000000,,ETSY
LIBERTY BROADBAND CORP,530307305,234585241,2384481,,LBRDP
ISHARES TR,464287655,215790000,1000000,PUT,
VANECK ETF TRUST,92189F106,208240000,4000000,PUT,
SPDR SERIES TRUST,78464A755,191577000,2850000,PUT,
WESTERN DIGITAL CORP,958102105,143977500,2250000,,WDC
DIGITAL RLTY TR INC,253868103,130747500,750000,PUT,
CROWN CASTLE INC,22822V101,125844250,1225000,,CCI
EQUINIX INC,29444U700,119320500,150000,,EQIX
SENSATA TECHNOLOGIES HLDG PL,G8060N102,97857500,3250000,,
SEADRILL LTD,G7997W102,97223333,3703746,,SDRL
HILTON WORLDWIDE HLDGS INC,43300A203,85228800,320000,PUT,
OR ROYALTIES INC.,68390D106,56051682,2180151,,OR
MICROSTRATEGY INC,594972AJ0,44495840,16000000,,
UNITI GROUP INC,91325V108,43722560,10120963,,UNIT
SANDISK CORP,80004C200,34012364,749997,,SNDK
WAYFAIR INC,94419LAR2,20269159,15000000,,W
