name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TORM PLC,G89479102,681587614,40581120,,TRMD
STATE STREET CORP,78462F103,630207000,1020000,PUT,STT-PG
EXPAND ENERGY CORP,165167735,591992875,5062364,,EXE
GARRETT MOTION INC,366505105,387764516,36894816,,GTX
SITIO ROYALTIES CORP,82983N108,237939227,12945551,,
ANGLOGOLD ASHANTI PLC,G0378L100,225468375,4947737,,AU
Indivior PLC,G4766E116,162274503,11009125,,
SUNOPTA INC,8676EP108,120187007,20726126,,
RUNWAY GROWTH FINANCE CORP,78163D100,104935838,9779667,,RWAYI
CEMEX SAB DE CV,151290889,102834491,14839032,,CXMSF
VISTA ENERGY SAB DE CV,92837L109,98563231,2061561,,
NOKIA OYJ,654902204,97136546,18752229,,
FREEPORT-MCMORAN INC,35671D857,86529851,1996075,,FCX
LIBERTY GLOBAL LTD,G61188101,82204031,8212191,,LBTYK
CBL & ASSOCIATES PROPERTIES INC,124830878,76300174,3005126,,CBL
ITAU UNIBANCO HOLDING SA,465562106,74720521,11004494,,
STATE STREET CORP,78464A888,68013300,690000,PUT,STT-PG
BARRICK MINING CORP,06849F108,65743022,3157686,,B
TRANSALTA CORP,89346D107,65512910,6085253,,TRNTF
KILROY REALTY CORP,49427F108,63473877,1850011,,KRC
CALIFORNIA RESOURCES CORP,13057Q305,62876309,1376753,,CRC
PEBBLEBROOK HOTEL TRUST,70509VAA8,59150940,62423000,,PEB-PH
GRAB HOLDINGS LTD,G4124C109,58193553,11569295,,GRABW
JETBLUE AIRWAYS CORP,477143AP6,57581760,59981000,,JBLU
STAR BULK CARRIERS CORP,Y8162K204,55726590,3230527,,SBLK
ISHARES RUSSELL 2000 ETF,464287655,51789600,240000,PUT,
CABLE ONE INC,12685JAE5,49148863,51812000,,
TALEN ENERGY CORP,87422Q109,37750378,129829,,TLN
AIRBNB INC,009066AB7,35083827,36300000,,
BAUSCH PLUS LOMB CORP,071705107,32801397,2521245,,
ECOPETROL SA,279158109,31415924,3549822,,
