name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMAZON COM INC,023135106,953503,8977525,,AMZN
MICROSOFT CORP,594918104,894198,3481673,,MSFT
META PLATFORMS INC,30303M102,807803,5009631,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,730433,8934961,,
WORKDAY INC,98138H101,700579,5019190,,
SERVICENOW INC,81762P102,614562,1292399,,
BATH & BODY WORKS INC,070830104,598209,22221713,,
THERMO FISHER SCIENTIFIC INC,883556102,506496,932292,,TMO
MASTERCARD INCORPORATED,57636Q104,487389,1544912,,
VISA INC,92826C839,425485,2161028,,V
LPL FINL HLDGS INC,50212V100,422303,2289151,,
BOOKING HOLDINGS INC,09857L108,414792,237161,,BKNG
UNITEDHEALTH GROUP INC,91324P102,411064,800312,,UNH
DICKS SPORTING GOODS INC,253393102,377992,5015154,,
RH,74967X103,376352,1773069,,RH
ALPHABET INC,02079K305,374813,171991,,GOOGN
EPAM SYS INC,29414B104,373393,1266683,,
ATLASSIAN CORP PLC,G06242104,303433,1619172,,
PAYPAL HLDGS INC,70450Y103,299546,4289025,,
EQT CORP,26884L109,218514,6352146,,EQT
MARQETA INC,57142B104,134706,16609826,,
FIRST CTZNS BANCSHARES INC N,31946M103,59908,91634,,
SWEETGREEN INC,87043Q108,53083,4556503,,
AVIDXCHANGE HOLDINGS INC,05368X102,31195,5080632,,
FAIR ISAAC CORP,303250104,17085,42616,,FICO
VTEX,G9470A102,16247,5274887,,VTEX
GROVE COLLABORATIVE HOLD INC,39957D102,2315,500000,,
PROSHARES TR II,74347Y854,1825,100000,PUT,
BLOCK INC,852234103,1462,23787,,
SHOPIFY INC,82509L107,781,25000,,SHOP
