name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
HERTZ GLOBAL HLDGS INC,42806J700,214024,13511593,,
SEA LTD,81141RAG5,67942,93000000,,SE
ARCH CAP GROUP LTD,G0450A105,54815,1205000,,
KKR ACQUISITION HOLDING I CO,48253T109,44055,4500000,,
RADIAN GROUP INC,750236101,38416,1955000,,RDN
MGIC INVT CORP WIS,552848103,32193,2555000,,
GDS HLDGS LTD,36165LAB4,25892,25650000,,
WELLS FARGO CO NEW,949746101,23502,600000,,
DRAFTKINGS INC NEW,26142RAB0,23169,38500000,,DKNG
NOBLE CORP NEW,G6610J209,21041,830000,,
BRAEMAR HOTELS & RESORTS INC,10482BAB7,17757,17500000,,BHR-PD
LAS VEGAS SANDS CORP,517834107,16291,485000,,LVS
GORES HOLDINGS VII INC,38286T200,14730,1500000,,
GORES HLDGS VIII INC,382863207,9910,1000000,,
ALPHA PARTNERS TECH MERGR CO,G63290129,9790,1000000,,
PINDUODUO INC,722304AC6,8772,10000000,,
GORES TECHNOLOGY PARTNERS II,38287L206,8377,850000,,
CBL & ASSOC PPTYS INC,124830878,7930,337572,,
BRAEMAR HOTELS & RESORTS INC,10482B101,7508,1750000,,BHR-PD
TB SA ACQUISITION CORP,G8657L113,7358,750000,,
GORES TECHNOLOGY PARTNERS IN,382870202,5994,600000,,
BLACK SPADE ACQUISITION CO,G11537126,4888,500000,,
LIBERTY MEDIA ACQUISITION CO,53073L203,2480,250000,,
VECTOR ACQUISITION CORP II,G9460A104,2453,250000,,
LEVERE HOLDINGS CORP,G5462L114,1977,200000,,
ENJOY TECHNOLOGY INC,29335V106,1494,6888903,,
BEYOND MEAT INC,08862EAB5,467,1191000,,
KKR ACQUISITION HOLDING I CO,48253T117,405,1125000,,
VIRGIN ORBIT HOLDINGS INC,92771A119,354,600000,,
VALARIS LIMITED,G9460G119,280,54823,,
GROVE COLLABORATIVE HOLD INC,39957D110,16,39200,,
