name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UNITY SOFTWARE INC.,91332U101,5148411,40779493,,U
"ENDEAVOR GROUP HOLDINGS, INC.",29260Y109,2636966,91976482,,
FIRST ADVANTAGE CORP,31846B108,2109483,110734013,,FA
EVERCOMMERCE INC.,29977X105,1106234,67085136,,EVCM
SOLARWINDS CORP,83417Q105,1028458,61473871,,
QUALTRICS INTERNATIONAL INC.,747601201,971740,22736074,,
GLOBAL BLUE GROUP HOLDING AG,H33700107,876549,135688649,,
"N-ABLE, INC.",62878D100,762891,61473869,,NABL
"SOFI TECHNOLOGIES, INC.",83406F102,611627,38515543,,SOFI
AIRBNB,009066101,429341,2559408,,
MADISON SQUARE GRDN SPRT COR,55825T103,353298,1899962,,
GOODRX HLDGS INC.,38246G108,144894,3532276,,
"ROOT, INC.",77664L108,48796,9259259,,ROOT
"UIPATH, INC.",90364P105,42240,802880,,PATH
GLOBAL BLUE GROUP HOLDING AG,H33700115,5597,9250350,,
"SOFI TECHNOLOGIES, INC.",83406F110,5337,858065,,SOFI
DELL TECHNOLOGIES INC.,24703L202,4432,84058,,DELL
SNOWFLAKE INC,833445109,2864,9471,,SNOW
