name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ENDEAVOR GROUP HLDGS INC,29260Y109,2182601918,91976482,,
FIRST ADVANTAGE CORP NEW,31846B108,1483973409,89557840,,FA
UNITY SOFTWARE INC,91332U101,1420330670,34735404,,U
N-ABLE INC,62878D100,814528764,61473869,,
SOLARWINDS CORP,83417Q204,767808649,61473871,,
EVERCOMMERCE INC,29977X105,739949050,67085136,,EVCM
GLOBAL BLUE GROUP HOLDING AG,H33700107,596463926,126102310,,
MADISON SQUARE GRDN SPRT COR,55825T103,345470090,1899962,,
SOFI TECHNOLOGIES INC,83406F102,309983942,31154165,,
BROADCOM,11135F101,141267019,126555,,
VACASA INC,91854V206,25614176,3123680,,
GOODRX HLDGS INC,38246G108,23666249,3532276,,
SNOWFLAKE INC,833445109,1884729,9471,,SNOW
AIRBNB INC.,009066101,1414358,10389,,
GLOBAL BLUE GROUP HOLDING AG,H33700115,646599,9250350,,
DELL TECHNOLOGIES INC,24703L202,454218,5964,,DELL
