name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMAZON COM INC,023135106,346851,177898,,AMZN
MICRON TECHNOLOGY INC,595112103,261042,6206425,,MU
JD COM INC,47215P106,224317,5538685,,
SPDR S&P 500 ETF TR,78462F103,191122,741500,PUT,
NXP SEMICONDUCTORS N V,N6596X109,182758,2203767,,
UNITED TECHNOLOGIES CORP,913017109,156526,1659347,,
FIDELITY NATL INFORMATION SV,31620M106,151445,1245028,,
ALIBABA GROUP HLDG LTD,01609W102,141137,725716,,
LAS VEGAS SANDS CORP,517834107,133408,3141220,,LVS
DOLLAR GEN CORP NEW,256677105,126970,840806,,
TAKE-TWO INTERACTIVE SOFTWAR,874054109,125116,1054856,,
BANK NEW YORK MELLON CORP,064058100,119241,3540406,,
BAIDU INC,056752108,116193,1152826,,
APPLIED MATLS INC,038222105,111090,2424491,,
CSX CORP,126408103,110465,1927831,,CSX
EQUITABLE HLDGS INC,29452E101,108222,7489405,,
ABBVIE INC,00287Y109,105973,1390906,,ABBV
MICROCHIP TECHNOLOGY INC,595017104,105312,1553268,,MCHPP
CHEVRON CORP NEW,166764100,93403,1289029,,CVX
BAXTER INTL INC,071813109,92813,1143154,,
IOVANCE BIOTHERAPEUTICS INC,462260100,91758,3065226,,
PROCTER & GAMBLE CO,742718109,90230,820273,,PG
LAUDER ESTEE COS INC,518439104,86816,544846,,
PAYPAL HLDGS INC,70450Y103,85709,895223,,
MGIC INVT CORP WIS,552848103,83938,13218651,,
ISHARES TR,464287242,80776,654000,,
ALLSTATE CORP,020002101,72299,788173,,ALL-PB
DELL TECHNOLOGIES INC,24703L202,71379,1804784,,DELL
MGM GROWTH PPTYS LLC,55303A105,70781,2990344,,
LPL FINL HLDGS INC,50212V100,70697,1298869,,
PROGRESSIVE CORP OHIO,743315103,70687,957297,,
CHARTER COMMUNICATIONS INC N,16119P108,69899,160205,,
BROADCOM INC,11135F101,69476,293024,,AVGO
CENTENE CORP DEL,15135B101,68389,1151134,,CNC
LOCKHEED MARTIN CORP,539830109,67896,200312,,LMT
AURINIA PHARMACEUTICALS INC,05156V102,67752,4669343,,AUPH
UNION PAC CORP,907818108,65685,465721,,
EQUINOR ASA,29446M102,64246,5274673,,STOHF
ZOETIS INC,98978V103,63868,542682,,ZTS
NIKE INC,654106103,63599,768657,,
VALE S A,91912E105,63544,7665190,,
DYNATRACE INC,268150109,63305,2655419,,
RENAISSANCERE HOLDINGS LTD,G7496G103,62983,421796,,RNR-PF
DUKE ENERGY CORP NEW,26441C204,61230,757051,,DUK-PA
ALEXION PHARMACEUTICALS INC,015351109,57676,642345,,
PFIZER INC,717081103,56946,1744675,,PFE
