name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TORM PLC,G89479102,1461611853,53812988,,TRMD
CHESAPEAKE ENERGY CORP,165167735,603615784,7000067,,
GARRETT MOTION INC,366505105,347372590,44082816,,GTX
SITIO ROYALTIES CORP,82983N108,313159255,12935120,,
STAR BULK CARRIERS CORP,Y8162K204,309781072,16067483,,SBLK
VISTRA CORP,92840M102,298620000,9000000,,VST
RUNWAY GROWTH FINANCE CORP,78163D100,269920835,21054667,,RWAYI
SPDR S&P OIL & GAS EXPLORATION & PRODUCTION ETF,78468R556,176752450,1195000,PUT,
NMI HOLDINGS INC,629209305,132741000,4900000,,
VALE SA,91912E105,116504517,8694367,,
CATERPILLAR INC,149123101,109200000,400000,PUT,CAT
INFINERA CORP,45667G103,105233105,25175384,,
FREEPORT-MCMORAN INC,35671D857,100918113,2706305,,FCX
PETROLEO BRASILEIRO SA,71654V408,93100536,6210843,,
CEMEX SAB DE CV,151290889,90928708,13989032,,CXMSF
BANCO BRADESCO SA,059460303,90465061,31742126,,
VISTA ENERGY SAB DE CV,92837L109,87665242,2884674,,
ANGLOGOLD ASHANTI PLC,G0378L100,85775340,5428819,,AU
CBL & ASSOCIATES PROPERTIES INC,124830878,83583627,3983966,,CBL
SUNOPTA INC,8676EP108,69847044,20726126,,
INFOSYS LTD,456788108,65173478,3809087,,INFY
ICICI BANK LTD,45104G104,64561628,2792458,,IBN
FTAI AVIATION LTD,G3730V105,64399998,1811533,,FTAIM
KILROY REALTY CORP,49427F108,58478847,1850011,,KRC
EAGLE BULK SHIPPING INC,269442AA7,57527196,40495000,,
JD.COM INC,47215P106,49722288,1706910,,
ALVOTECH SA,L01800108,45996765,5043505,,
ITAU UNIBANCO HOLDING SA,465562106,45178014,8413038,,
FRONTIER COMMUNICATIONS PARENT INC,35909D109,43833239,2800846,,
DAQO NEW ENERGY CORP,23703Q203,40876910,1350410,,DQ
OAKTREE SPECIALTY LENDING CORP,67401P405,37271414,1852456,,OCSL
SOCIEDAD QUIMICA Y MINERA DE CHILE SA,833635105,37092662,621630,,
CREDICORP LTD,G2519Y108,37088905,289825,,BAP
TERNIUM SA,880890108,35596984,892155,,
LIBERTY GLOBAL PLC,G5480U104,33315520,1946000,,
BERRY CORP,08579X101,30315400,3697000,,
STATE STREET CORP,78462F103,30132000,450000,PUT,STT-PG
MAGNACHIP SEMICONDUCTOR CORP,55933J203,23682319,2849858,,MX
ALARM.COM HOLDINGS INC,011642AB1,22851224,26296000,,
SPOTIFY TECHNOLOGY SA,84921RAB6,21810972,25551000,,
CABLE ONE INC,12685JAE5,21633378,26286000,,
WESTERN DIGITAL CORP,958102AP0,21322027,21581000,,WDC
JETBLUE AIRWAYS CORP,477143AP6,20987691,26973000,,JBLU
REDWOOD TRUST INC,749772AD1,20399076,21926000,,RWTS
MGIC INVESTMENT CORP,552848103,20028000,1200000,,MTG
SMARTRENT INC,83193G107,19588819,7505294,,
BATTALION OIL CORP,07134L107,18601256,3009912,,BATL
NUVASIVE INC,670704AJ4,18408125,19933000,,
COINBASE GLOBAL INC,19260QAB3,18075463,23922000,,
PERFICIENT INC,71375UAF8,17642650,21881000,,
PAMPA ENERGIA SA,697660207,17028090,455784,,
TRIPADVISOR INC,896945AD4,16722900,19674000,,
MFA FINANCIAL INC,55272XAA0,16672519,16631000,,
TRANSPORTADORA DE GAS DEL SUR SA,893870204,16606002,1631238,,
HAEMONETICS CORP,405024AB6,16514680,18928000,,HAE
UNITI GROUP INC,91325V108,16036634,3397592,,UNIT
BLACKSTONE MORTGAGE TRUST INC,09257WAE0,15893938,17771000,,
KAMAN CORP,483548AF0,15048221,15423000,,
PENNYMAC MORTGAGE INVESTMENT TRUST,70932AAD5,15026748,15353000,,PMT-PC
DOCUSIGN INC,256163AD8,14373155,14592000,,
SEA LTD,81141RAG5,14286104,17802000,,SE
AZUL SA,05501U106,13579501,1580850,,AZUXY
FIRST MAJESTIC SILVER CORP,32076VAD5,13578393,18030000,,AG
AFFIRM HOLDINGS INC,00827BAB2,13096661,17432000,,
DISH NETWORK CORP,25470MAF6,12774137,18995000,,
STAR HOLDINGS,85512G106,12519999,1000000,,STHO
HERTZ GLOBAL HOLDINGS INC,42806J700,12250000,1000000,,
CHEGG INC,163092AF6,12051900,15304000,,
TELECOM ARGENTINA SA,879273209,11707507,2444156,,TCMFF
OCWEN FINANCIAL CORP,675746606,11672630,451029,,
TECHTARGET INC,87874RAD2,11419853,14184000,,
DIEBOLD NIXDORF INC,253651202,11189259,590774,,
EVENTBRITE INC,29975EAD1,10806228,13051000,,
BAUSCH HEALTH COS INC,071734107,10686000,1300000,,
LIBERTY LATIN AMERICA LTD,53069QAB5,10389330,10994000,,LILAP
DIGITALOCEAN HOLDINGS INC,25402DAB8,10363818,13470000,,
NUVEEN FLOATING RATE INCOME FUND/CLOSED-END FUND,67072T108,9791993,1192691,,
LYFT INC,55087PAB0,9743580,10545000,,
ACCOLADE INC,00437EAB8,9466395,11337000,,
BLACKLINE INC,09239BAD1,9384952,10834000,,
TURNING POINT BRANDS INC,90041LAE5,9376562,9755000,,
SEA LTD,81141RAF7,9286143,9663000,,SE
FIVERR INTERNATIONAL LTD,33835LAA3,9188082,10538000,,FVRR
8X8 INC,282914AB6,8796953,9116000,,
INNOVIVA INC,45781MAD3,8465538,10259000,,
CERIDIAN HCM HOLDING INC,15677JAD0,8448673,9553000,,
FORD MOTOR CO,345370CZ1,8442137,8549000,,F-PD
SNAP INC,83304AAH9,8269010,11915000,,SNAP
ZSCALER INC,98980GAB8,8232155,6826000,,
EURONET WORLDWIDE INC,298736AL3,8146066,8771000,,
JOYY INC,98426TAF3,8090096,8498000,,JOYY
LIBERTY BROADBAND CORP,530307305,7944748,86999,,LBRDP
PDD HOLDINGS INC,722304AC6,7875792,7965000,,PDD
ALVOTECH SA,L01800116,7793333,4666667,,
MESA LABORATORIES INC,59064RAA7,7711862,8545000,,
LUMENTUM HOLDINGS INC,55024UAF6,7493631,10247000,,LITE
WAYFAIR INC,94419LAM3,7338427,8471000,,W
INTERCEPT PHARMACEUTICALS INC,45845PAB4,7195058,7295000,,
TELADOC HEALTH INC,539183AA1,7068328,7693000,,
BILIBILI INC,090040AF3,7032910,7858000,,BLBLF
UNITY SOFTWARE INC,91332UAB7,7017165,8810000,,U
Q2 HOLDINGS INC,74736LAF6,6794654,7688000,,
EZCORP INC,302301AE6,6787885,7202000,,EZPW
HIMS & HERS HEALTH INC,433000106,6624716,1053214,,
HERBALIFE LTD,42703MAD5,6544208,6688000,,HLF
SPLUNK INC,848637AD6,6488924,6025000,,
COHERUS BIOSCIENCES INC,19249HAB9,6312425,10306000,,
ALTERYX INC,02156BAD5,6224640,6484000,,
PEBBLEBROOK HOTEL TRUST,70509VAA8,6204598,7436000,,PEB-PH
NRG ENERGY INC,629377CG5,6164336,5799000,,
MACYS INC,55616P104,6161136,530675,,
IQIYI INC,46267XAE8,6064415,6477000,,
MICROSTRATEGY INC,594972AE1,5728799,8111000,,
LIBERTY MEDIA CORP-LIBERTY FORMULA ONE,531229AQ5,5693916,5822000,,
TELADOC HEALTH INC,87918AAF2,5533110,6900000,,
CLOUDFLARE INC,18915MAC1,5518169,6454000,,
JAZZ PHARMACEUTICALS PLC,472145AD3,5496881,5683000,,JAZZ
REDFIN CORP,75737FAE8,5437575,9295000,,
NUTANIX INC,67059NAH1,5293455,5898000,,
SHAKE SHACK INC,819047AB7,5239968,6975000,,SHAK
TILRAY BRANDS INC,88688TAB6,5020649,4971000,,
AKAMAI TECHNOLOGIES INC,00971TAL5,4948898,4729000,,AKAM
APOLLO SENIOR FLOATING RATE FUND INC,037636107,4943514,367821,,
ITRON INC,465741AN6,4908010,5674000,,
GREENBRIER COS INC/THE,393657AK7,4890525,4965000,,
BRIDGEBIO PHARMA INC,10806XAD4,4863750,6485000,,
FINTECH ECOSYSTEM DEVELOPMENT CORP,318136108,4792500,450000,,
