name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BAUSCH HEALTH COS INC,071734107,293313015,27644959,,
BAUSCH PLUS LOMB CORP,071705107,81583842,4715829,,
UNITED PARKS & RESORTS INC,81282V100,71891410,1278979,,PRKS
AERCAP HOLDINGS NV,N00985106,69349226,797943,,
CRESCENT PT ENERGY CORP,22576C101,45825115,5599515,,
BUILDERS FIRSTSOURCE INC,12008R107,42543366,203996,,
VODAFONE GROUP PLC NEW,92857W308,40922110,4603162,,
AT&T INC,00206R102,38491781,2187033,,T-PC
NATURAL RESOURCE PARTNERS L,63900P608,37725520,410060,,
MGM RESORTS INTERNATIONAL,552953101,35725601,756738,,MGM
ECHOSTAR CORP,278768106,35703019,2505475,,ECHO
CAPITAL ONE FINL CORP,14040H105,34179040,229559,,
GENERAL MTRS CO,37045V100,33833594,746055,,
UBER TECHNOLOGIES INC,90353T100,33149276,430566,,
CARNIVAL CORP,143658300,31917216,1953318,,CCL
TWILIO INC,90138F102,31745044,519134,,TWLO
TEVA PHARMACEUTICAL INDS LTD,881624209,29047552,2058650,,
SLM CORP,78442P106,26868399,1233061,,SLMBP
LIBERTY MEDIA CORP DEL,530715AG6,26773740,65001000,,FWONB
TENET HEALTHCARE CORP,88033G407,26121832,248519,,THC
LIBERTY MEDIA CORP DEL,530715AL5,25310239,62881000,,FWONB
BERRY GLOBAL GROUP INC,08579W103,24523551,405482,,
NMI HLDGS INC,629209305,22600453,698839,,
AMERICAN HEALTHCARE REIT INC,398182303,22125000,1500000,,
UNIVERSAL HLTH SVCS INC,913903100,21378108,117166,,
ALGOMA STL GROUP INC,015658107,21170223,2493548,,
MEDICAL PPTYS TRUST INC,58463J304,15966018,3397025,,
LIBERTY LATIN AMERICA LTD,G9001E128,15417997,2205722,,LILAP
GROUPON INC,399473AF4,13943469,17715000,,
ENERGY TRANSFER L P,29273V100,3167125,201343,,
DISH NETWORK CORPORATION,25470MAB5,1245000,2000000,,
CLEANSPARK INC,18452B209,1027773,48457,,
LIBERTY LATIN AMERICA LTD,53069QAB5,944591,1050000,,LILAP
IRIS ENERGY LTD,Q4982L109,626081,115941,,
BITDEER TECHNOLOGIES GROUP,G11448100,588627,83850,,BTDR
TERAWULF INC,88080T104,385853,146712,,WULF
