name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UNITY SOFTWARE INC,91332U101,1403442,13991048,,U
DOORDASH INC,25809K105,1095539,8354605,,
PINDUODUO INC,722304102,669400,4999999,,
MEDALLIA INC,584021109,284487,10200307,,
BERKELEY LTS INC,084310101,169786,3380168,,
BRIDGEBIO PHARMA INC,10806X102,156756,2544738,,
SNOWFLAKE INC,833445109,126198,550408,,SNOW
SUMO LOGIC INC,86646P103,64227,3405460,,
CORTEXYME INC,22053A107,37484,1040343,,
DOUYU INTL HLDGS LTD,25985W105,24766,2379074,,
AIRBNB INC,009066101,20581,109506,,
EVENTBRITE INC,29975E109,726,32746,,
SQUARE INC,852234103,440,1939,,
