name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SENTINELONE INC,81730H109,230198,9867053,,
GINKGO BIOWORKS HOLDINGS INC,37611X100,164597,69158354,,
FRONTIER COMMUNICATIONS PARE,35909D109,110587,4697850,,
DISH NETWORK CORPORATION,25470MAB5,85933,127895000,,
LIBERTY LATIN AMERICA LTD,53069QAB5,68709,79391000,,LILAP
LIBERTY MEDIA CORP DEL,530715AL5,61784,128863000,,FWONB
SWEETGREEN INC,87043Q108,55864,4795227,,
EZCORP INC,302301AE6,34180,38562000,,EZPW
LIBERTY MEDIA CORP DEL,530715AG6,31943,66801000,,FWONB
TRIPADVISOR INC,896945AD4,31034,40700000,,
CONSOLIDATED COMM HLDGS INC,209034107,26690,3812892,,
LENDINGTREE INC,52603BAD9,21873,32453000,,
ROIVANT SCIENCES LTD,G76279101,19669,4832642,,ROIV
THE REALREAL INC,88339PAD3,18807,42505000,,
TWITTER INC,90184LAN2,10178,11500000,,
SOUNDHOUND AI INC,836100107,8570,3197767,,
ARDAGH METAL PACKAGING S A,L02235106,7625,1250000,,
WAYFAIR INC,94419LAM3,4954,7500000,,W
KATAPULT HOLDINGS INC,485859102,2810,2625876,,
PEGASYSTEMS INC,705573AB9,1615,2000000,,PEGA
ARDAGH METAL PACKAGING S A,L02235114,1245,1245385,,
ZYMERGEN INC,98985X100,933,758513,,
GINKGO BIOWORKS HOLDINGS INC,37611X118,27,50000,,
