name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MERCK & CO INC,58933Y105,132472766,1286768,,
ZIMMER BIOMET HOLDINGS INC,98956P102,122998843,1096051,,
ALBERTSONS COS INC,013091103,106152319,4666036,,
MEDTRONIC PLC,G5960L103,103428304,1319912,,MDT
ABBOTT LABS,002824100,100055541,1033098,,
NEW RELIC INC,64829B100,98319415,1148323,,
PNM RES INC,69349H107,93583438,2097813,,
BAXTER INTL INC,071813109,91398807,2421802,,
ELANCO ANIMAL HEALTH INC,28414H103,88745768,7895531,,ELAN
CHURCHILL CAPITAL CORP VII,17144M102,86799853,8306206,,
NOVARTIS AG,66987V109,81457238,799698,,NVSEF
ABCAM PLC,000380204,80547887,3559341,,
SPLUNK INC,848637104,78412815,536156,,
ACTIVISION BLIZZARD INC,00507V109,74787712,798758,,
SEAGEN INC,81181C104,74083629,349204,,
ENCOMPASS HEALTH CORP,29261A100,71238828,1060733,,EHC
CAPRI HOLDINGS LIMITED,G1890L107,69086452,1313181,,
VMWARE INC,928563402,66749657,400947,,
HUMANA INC,444859102,61190593,125772,,HUM
GSK PLC,37733W204,58854050,1623560,,GLAXF
MCKESSON CORP,58155Q103,56817936,130661,,MCK
AMEDISYS INC,023436108,56774124,607860,,
HORIZON THERAPEUTICS PUB L,G46188101,52479529,453622,,
NATIONAL INSTRS CORP,636518102,50422542,845732,,
DENBURY INC,24790A101,46508783,474531,,
INTERCEPT PHARMACEUTICALS IN,45845P108,44629655,2407209,,
CIRCOR INTL INC,17273K109,40842171,732595,,
BOSTON SCIENTIFIC CORP,101137107,39052094,739623,,BSX
ORGANON & CO,68622V106,38099784,2194688,,OGN
OPTION CARE HEALTH INC,68404L201,37267038,1151995,,
DEXCOM INC,252131107,36089280,386809,,DXCM
AXONICS INC,05465P101,35226131,627693,,
ELI LILLY & CO,532457108,33904720,63122,,LLY
UBER TECHNOLOGIES INC,90353TAJ9,33017556,35230000,,
HOSTESS BRANDS INC,44109J106,31317696,940189,,
ESTABLISHMENT LABS HLDGS INC,G31249108,29737205,606016,,
POST HLDGS INC,737446AT1,29249250,29500000,,
FORD MTR CO DEL,345370CZ1,28961625,29500000,,
RBC BEARINGS INC,75524B203,28948617,260000,,RBC
AKAMAI TECHNOLOGIES INC,00971TAL5,28254809,27052000,,AKAM
SCREAMING EAGLE ACQUISITN CO,G79407105,27930271,2670198,,
IONIS PHARMACEUTICALS INC,462222AD2,27924166,28500000,,IONS
