name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
CHARTER COMMUNICATIONS INC N,16119P108,6887202,10410705,,
ALPHABET INC,02079K107,5172088,2952307,,GOOGN
CANADIAN PAC RY LTD,13645T100,3873604,11172077,,
MICROSOFT CORP,594918104,3183831,14314499,,MSFT
VISA INC,92826C839,3074882,14057890,,V
CANADIAN NATL RY CO,136375102,2282520,20773418,,
MOODYS CORP,615369105,1902085,6553490,,
UNION PAC CORP,907818108,1252764,6016539,,
ALPHABET INC,02079K305,1083168,618021,,GOOGN
BOSTON PROPERTIES INC,101121101,790463,8362038,,
S&P GLOBAL INC,78409V104,776557,2362294,,SPGI
VORNADO RLTY TR,929042109,183144,4904776,,
AMAZON COM INC,023135106,9119,2800,,AMZN
