name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
META PLATFORMS INC,30303M102,2670639940,8895906,,
MICROSOFT CORP,594918104,1935951029,6131278,,MSFT
APOLLO GLOBAL MGMT INC,03769M106,1102718923,12285193,,
TAKE-TWO INTERACTIVE SOFTWAR,874054109,737886190,5255974,,
ALPHABET INC,02079K305,698167544,5335225,,GOOGN
WORKDAY INC,98138H101,606391351,2822394,,
SEA LTD,81141R100,514338939,11702820,,SE
AMAZON COM INC,023135106,500222285,3935040,,AMZN
ELI LILLY & CO,532457108,493676183,919100,,LLY
NVIDIA CORPORATION,67066G104,483384812,1111255,,NVDA
SERVICENOW INC,81762P102,332276567,594455,,
JD.COM INC,47215P106,287275499,9861843,,
INTUIT,461202103,259557520,508000,,
UBER TECHNOLOGIES INC,90353T100,236066670,5133000,,
LAM RESEARCH CORP,512807108,231928717,370038,,LRCX
FLEETCOR TECHNOLOGIES INC,339041105,200306570,784470,,
GRAB HOLDINGS LIMITED,G4124C109,181608330,51301788,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,179169551,2061790,,
CONFLUENT INC,20717M103,153791409,5193901,,
CROWDSTRIKE HLDGS INC,22788C105,150642000,900000,,
NU HLDGS LTD,G6683N103,147662055,20367180,,
ELASTIC N V,N14506104,138920400,1710000,,
PDD HOLDINGS INC,722304102,134198988,1368400,,PDD
HUBSPOT INC,443573100,128148500,260200,,HUBS
ALIBABA GROUP HLDG LTD,01609W102,128092861,1476745,,
SNOWFLAKE INC,833445109,121384931,794560,,SNOW
NOVO-NORDISK A S,670100205,115402860,1269000,,
ZOOMINFO TECHNOLOGIES INC,98980F104,110564339,6741728,,GTM
DOORDASH INC,25809K105,97424021,1225922,,
DATADOG INC,23804L103,89213546,979400,,
ATLASSIAN CORPORATION,049468101,80713823,400545,,TEAM
PROCORE TECHNOLOGIES INC,74275K108,76901236,1177300,,
KANZHUN LIMITED,48553T106,50160621,3306567,,
ALTC ACQUISITION CORP,02156V109,41400000,4000000,,
KKR & CO INC,48251W104,31477600,511000,,
TOAST INC,888787108,27011544,1442154,,
ATRENEW INC,00138L108,26177177,11481218,,RERE
FRESHWORKS INC,358054104,18091364,908201,,FRSH
ARM HOLDINGS PLC,042068205,16056000,300000,,
STONECO LTD,G85158106,7276940,682000,,STNE
PAGAYA TECHNOLOGIES LTD,M7S64L115,5633738,3565657,,PGYWW
MAPLEBEAR INC,565394103,5195750,175000,,CART
ODDITY TECH LTD,M7518J104,3827250,135000,,ODD
COINBASE GLOBAL INC,19260Q107,2916858,38850,,
KLAVIYO INC,49845K101,1207500,35000,,
PELOTON INTERACTIVE INC,70614W100,1010000,200000,,
SPOTIFY TECHNOLOGY S A,L8681T102,396033,2561,,
DINGDONG CAYMAN LTD,25445D101,231151,118539,,
