name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
CANADIAN NATL RY CO,136375102,4952547380,40888953,,
GENERAL ELECTRIC CO,369604301,4575260849,41650076,,GE
CANADIAN PACIFIC KANSAS CITY,13646K108,4513334435,55860385,,
VISA INC,92826C839,4223859414,17786169,,V
MICROSOFT CORP,594918104,4033778370,11845241,,MSFT
S&P GLOBAL INC,78409V104,3740147754,9329611,,SPGI
MOODYS CORP,615369105,3658124627,10520317,,
ALPHABET INC,02079K107,2238242102,18502456,,GOOGN
THERMO FISHER SCIENTIFIC INC,883556102,1655607709,3173182,,TMO
FERGUSON PLC NEW,G3421J106,77187140,490669,,
