name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UNITY SOFTWARE INC,91332U101,1448154,10127658,,U
NU HOLDINGS LTD,G6683N103,1313774,140061192,,NU
DOORDASH INC,25809K105,799906,5372102,,
EMBARK TECHNOLOGY INC,29079J103,289547,33357958,,
KE HOLDINGS INC,482497104,220614,10964911,,BEKE
PINDUODUO INC,722304102,204050,3500000,,
UIPATH INC,90364P105,189802,4400687,,
SNOWFLAKE INC,833445109,118034,348439,,SNOW
FULL TRUCK ALLIANCE CO LTD,35969L108,109295,13057904,,
ROBINHOOD MKTS INC,770700102,75378,4244237,,
BIRD GLOBAL INC,09077J107,38226,6195429,,
BRIDGEBIO PHARMA INC,10806X102,31031,1860364,,
SUMO LOGIC INC,86646P103,24692,1820956,,
BERKELEY LTS INC,084310101,14600,803102,,
AMPLITUDE INC,03213A104,12452,235201,,
AIRBNB INC,009066101,9662,58035,,
SQUARE INC,852234103,2227,13788,,
AURORA INNOVATION INC,051774107,1858,165000,,
EVENTBRITE INC,29975E109,571,32746,,
