name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,1260870917,5257572,,MSFT
JD.COM INC,47215P106,1224315979,21812150,,
META PLATFORMS INC,30303M102,956038844,7944481,,
AMAZON COM INC,023135106,721592004,8590381,,AMZN
WORKDAY INC,98138H101,462884979,2766300,,
SNOWFLAKE INC,833445109,366738958,2554960,,SNOW
ALPHABET INC,02079K305,328850856,3727200,,GOOGN
SERVICENOW INC,81762P102,314070438,808897,,
KANZHUN LIMITED,48553T106,282235414,13855445,,
MASTERCARD INCORPORATED,57636Q104,251756520,724000,,
ZOOMINFO TECHNOLOGIES INC,98980F104,187844246,6238600,,GTM
SEA LTD,81141R100,185212596,3559727,,SE
BLOCK INC,852234103,118181743,1880677,,
DLOCAL LTD,G29018101,111223081,7143422,,DLO
NU HLDGS LTD,G6683N103,103139734,25341458,,
HUBSPOT INC,443573100,97176593,336100,,HUBS
CROWDSTRIKE HLDGS INC,22788C105,94761000,900000,,
PAGAYA TECHNOLOGIES LTD,M7S64L115,78121642,63001324,,PGYWW
TAKE-TWO INTERACTIVE SOFTWAR,874054109,74348820,714000,,
DATADOG INC,23804L103,71001000,966000,,
OZON HLDGS PLC,69269L104,69579804,5998259,,
CONFLUENT INC,20717M103,69400698,3120535,,
MATCH GROUP INC NEW,57667L107,60616890,1461000,,
GRAB HOLDINGS LIMITED,G4124C109,59344600,18430000,,
SENTINELONE INC,81730H109,58125670,3983939,,
ATLASSIAN CORPORATION,049468101,51542131,400545,,TEAM
FRESHWORKS INC,358054104,44984313,3058077,,FRSH
APPLOVIN CORP,03831W108,44902784,4264272,,APP
MONGODB INC,60937P106,44859836,227900,,
TOAST INC,888787108,43670445,2422099,,
SPOTIFY TECHNOLOGY S A,L8681T102,40648276,514861,,
APOLLO GLOBAL MGMT INC,03769M106,40058333,627972,,
ALTC ACQUISITION CORP,02156V109,39680000,4000000,,
VISA INC,92826C839,33864880,163000,,V
ATRENEW INC,00138L108,33180720,11481218,,RERE
WEAVE COMMUNICATIONS INC,94724R108,24049158,5250907,,
PELOTON INTERACTIVE INC,70614W100,19491866,2454895,,
LAMB WESTON HLDGS INC,513272104,16065498,179784,,
MOBILEYE GLOBAL INC,60741F104,15777000,450000,,MBLY
QUALTRICS INTL INC,747601201,15450630,1488500,,
UBER TECHNOLOGIES INC,90353T100,14838000,600000,,
LEAD EDGE GROWTH OPRTUNTS LT,G54085124,10175000,1000000,,
STONECO LTD,G85158106,6473961,685801,,STNE
COINBASE GLOBAL INC,19260Q107,5093541,143926,,
SHOPIFY INC,82509L107,3314805,95500,,SHOP
KATAPULT HOLDINGS INC,485859102,2391750,2500000,,
WARBY PARKER INC,93403J106,1563073,115869,,WRBY
JOBY AVIATION INC,G65163100,1239500,370000,,
ON24 INC,68339B104,723220,83803,,
INTUIT,461202103,532453,1368,,
DINGDONG CAYMAN LTD,25445D101,506162,118539,,
PINDUODUO INC,722304102,326200,4000,,
HASHICORP INC,418100103,251200,9188,,
ROBLOX CORP,771049103,209039,7345,,RBLX
JOBY AVIATION INC,G65163118,50631,105000,,
