name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES TR,464287465,18769,270295,,
ISHARES TR,464287234,8821,196582,,
ALIBABA GROUP HLDG LTD,01609W102,5863,27642,,
ISHARES TR,464287242,4141,32363,,
SELECT SECTOR SPDR TR,81369Y209,2774,27232,,
ISHARES TR,464287184,2428,55661,,
NATIONAL GRID PLC,636274409,2154,34365,,NMKBP
ISHARES INC,46434G772,1751,42563,,
VANGUARD INTL EQUITY INDEX F,922042742,1630,20120,,
SIBANYE STILLWATER,825724206,1589,160000,,SBYSF
FIAT CHRYSLER AUTOMOBILES N,N31738102,1014,69000,,
BARCLAYS PLC,06738E204,952,100000,,BCLYF
LINDE PLC,G5494J103,639,3000,,LIN
ANGLOGOLD ASHANTI LTD,035128206,559,25000,,
SELECT SECTOR SPDR TR,81369Y803,463,5053,,
SELECT SECTOR SPDR TR,81369Y860,431,11135,,
ISHARES INC,464286640,430,12913,,
ISHARES INC,464286103,385,16986,,
ROYAL BK SCOTLAND GROUP PLC,780097689,346,53748,,
ISHARES INC,464286772,324,5206,,
ISHARES TR,46429B598,323,9192,,
DBX ETF TR,233051879,226,7612,,
AMERICAN TOWER CORP NEW,03027X100,222,965,,
TRANSOCEAN INC,893830BJ7,47,47000,,
