name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
PAYPAL HLDGS INC,70450Y103,906888,3111323,,
FACEBOOK INC,30303M102,805369,2316210,,
SQUARE INC,852234103,710467,2914138,,
NUANCE COMMUNICATIONS INC,67020Y100,577885,10615081,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,442823,1144157,,
DOORDASH INC,25809K105,440738,2471477,,
UIPATH INC,90364P105,306968,4518888,,
MODERNA INC,60770K107,290917,1238050,,
LAM RESEARCH CORP,512807108,287294,441516,,LRCX
AMAZON COM INC,023135106,253701,73747,,AMZN
GLOBAL PMTS INC,37940X102,242551,1293332,,
DISNEY WALT CO,254687106,241239,1372467,,
GUARDANT HEALTH INC,40131M109,233530,1880425,,
L BRANDS INC,501797104,231631,3214424,,
PELOTON INTERACTIVE INC,70614W100,186529,1504025,,
BIONTECH SE,09075V102,174468,779291,,BNTX
NIKOLA CORP,654110105,173139,9586880,,
UBER TECHNOLOGIES INC,90353T100,172360,3438949,,
TESLA INC,88160R101,170168,250358,,
SEA LTD,81141R100,157090,572069,,SE
XPENG INC,98422D105,153685,3459808,,XPNGF
NVIDIA CORPORATION,67066G104,153664,192056,,NVDA
BROADCOM INC,11135F101,151437,317584,,AVGO
TWILIO INC,90138F102,150858,382734,,TWLO
SUNRUN INC,86771W105,148693,2665707,,RUN
ROBLOX CORP,771049103,130330,1448434,,RBLX
ANAPLAN INC,03272L108,127011,2382943,,
RLX TECHNOLOGY INC,74969N103,122776,14205740,,RLX
SNOWFLAKE INC,833445109,116384,481324,,SNOW
ENDEAVOR GROUP HLDGS INC,29260Y109,115458,4166666,,
CHURCHILL CAPITAL CORP IV,171439102,101621,3526049,,
STITCH FIX INC,860897107,80971,1342810,,
VIACOMCBS INC,92556H206,77311,1710417,,
CHARGEPOINT HOLDINGS INC,15961R105,72878,2097807,,
PINTEREST INC,72352L106,70872,897680,,
DATADOG INC,23804L103,68584,658956,,
CONFLUENT INC,20717M103,65317,1375092,,
SHOPIFY INC,82509L107,61358,41998,,SHOP
SINGULAR GENOMICS SYSTEMS IN,82933R100,58247,2119614,,
JD.COM INC,47215P106,55782,698937,,
INSULET CORP,45784P101,54156,197281,,PODD
BILL COM HLDGS INC,090043100,53175,290288,,
C3 AI INC,12468P104,48677,778451,,
LI AUTO INC,50202M102,48520,1388680,,LAAOF
ZILLOW GROUP INC,98954M200,48495,396787,,
LEMONADE INC,52567D107,47247,431835,,
CROWDSTRIKE HLDGS INC,22788C105,43196,171885,,
OSCAR HEALTH INC,687793109,38599,1795290,,
3-D SYS CORP DEL,88554D205,38414,961067,,
SKILLZ INC,83067L109,35288,1624674,,
LUMINAR TECHNOLOGIES INC,550424105,34902,1590058,,
KANZHUN LIMITED,48553T106,33328,840556,,
ROOT INC,77664L108,32807,3032030,,
QUANTUMSCAPE CORP,74767V109,29710,1015391,,QS
AGORA INC,00851L103,29158,694891,,
LIGHTSPEED POS INC,53227R106,27873,333372,,
MARQETA INC,57142B104,23610,841123,,
MICROVISION INC DEL,594960304,21193,1265268,,
RIBBIT LEAP LTD,G7552B121,20331,1830000,,
DEXCOM INC,252131107,18406,43105,,DXCM
ZILLOW GROUP INC,98954M101,18227,148759,,
COINBASE GLOBAL INC,19260Q107,16347,64535,,
INTUIT,461202103,12898,26314,,
GRAFTECH INTL LTD,384313508,12668,1090232,,
PAYONEER GLOBAL INC,70451X104,12444,1200000,,PAYO
SNAP INC,83304A106,10527,154484,,SNAP
NETFLIX INC,64110L106,9808,18568,,NFLX
MSD ACQUISITION CORP,G5709C117,8139,805860,,
CUREVAC N V,N2451R105,7493,101974,,
DINGDONG CAYMAN LTD,25445D101,5941,155110,,
DOXIMITY INC,26622P107,2856,49076,,
MACERICH CO,554382101,1556,85238,,MAC
STRATASYS LTD,M85548101,1552,60000,,SSYS
LEGALZOOM COM INC,52466B103,768,20281,,
SOFI TECHNOLOGIES INC,83406F102,550,28668,,
BOEING CO,097023105,335,1400,,BA-PA
