name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BERRY GLOBAL GROUP INC,08579W103,338352,10037135,,
DELL TECHNOLOGIES INC,24703L202,335234,8476200,,DELL
CAESARS ENTMT CORP,127686103,306567,45350171,,
VICI PPTYS INC,925652109,301113,18095703,,
SANTANDER CONSUMER USA HDG I,80283M101,192888,13866845,,
EDISON INTL,281020107,159665,2914133,,
UNITED TECHNOLOGIES CORP,913017109,150107,1591300,,
BOEING CO,097023105,92431,619759,,BA-PA
HOWMET AEROSPACE INC,443201108,91597,5703400,,HWM
ELDORADO RESORTS INC,28470R102,75534,5245395,,
ALLERGAN PLC,G0177J108,73974,417697,,
LIBERTY MEDIA CORP DEL,531229AB8,69448,73000000,,FWONB
MGM RESORTS INTERNATIONAL,552953101,60504,5127431,,MGM
MICROCHIP TECHNOLOGY INC,595017AH7,59475,63500000,,MCHPP
MICROCHIP TECHNOLOGY INC,595017AF1,51421,50000000,,MCHPP
LIGAND PHARMACEUTICALS INC,53220KAF5,49708,60000000,,LGNZZ
OFFICE DEPOT INC,676220106,45540,27768336,,
JOHNSON & JOHNSON,478160104,42670,325400,,JNJ
JAZZ INVESTMENTS I LTD,472145AB7,42270,44500000,,
PRA GROUP INC,69354NAB2,39188,44700000,,PRAA
JAZZ INVESTMENTS I LTD,472145AD3,36776,41975000,,
ARDAGH GROUP S A,L0223L101,34457,2905318,,
AVAYA HLDGS CORP,05351XAB7,32877,40750000,,
QTS RLTY TR INC,74736A301,32309,250000,,
VIACOMCBS INC,92556H206,28722,2050098,,
TEGNA INC,87901J105,23462,2160425,,
BENEFITFOCUS INC,08180DAB2,18318,23850000,,
CHINA MOBILE LIMITED,16941M109,14279,379050,,
TIDEWATER INC NEW,88642R109,7943,1121850,,TDGMW
YPF SOCIEDAD ANONIMA,984245100,6697,1605914,,YPF
PETROLEO BRASILEIRO SA PETRO,71654V408,6563,1193200,,
BRISTOL-MYERS SQUIBB CO,110122157,4738,1246794,,
AKORN INC,009728106,2805,4997800,,
INTELSAT S A,L5140P101,1670,1091325,,
WANDA SPORTS GROUP CO LTD,93368R101,830,357842,,
TARGET HOSPITALITY CORP,87615L115,98,500000,,TH
