name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BROOKFIELD CORP,11271J107,1739912181,32735883,,
HILTON WORLDWIDE HLDGS INC,43300A203,1698823724,7370168,,
CHIPOTLE MEXICAN GRILL INC,169656105,1660329807,28815165,,CMG
RESTAURANT BRANDS INTL INC,76131D103,1658825918,23000914,,
HOWARD HUGHES HOLDINGS INC,44267T102,1459715316,18852064,,HHH
NIKE INC,654106103,1439181879,16280338,,
CANADIAN PACIFIC KANSAS CITY,13646K108,1272634267,14877651,,
ALPHABET INC,02079K107,1261880235,7547582,,GOOGN
ALPHABET INC,02079K305,661159035,3986488,,GOOGN
SEAPORT ENTMT GROUP INC,812215200,57435934,2094673,,
SEAPORT ENTMT GROUP INC,812215101,6179285,2094673,,
