name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ADOBE INC,00724F101,1103151,3743938,,ADBE
ALIBABA GROUP HLDG LTD,01609W102,995631,5875662,,
IQVIA HLDGS INC,46266C105,995312,6185907,,
MICROSOFT CORP,594918104,989229,7384511,,MSFT
UNITEDHEALTH GROUP INC,91324P102,920468,3772254,,UNH
AMAZON COM INC,023135106,883399,466511,,AMZN
UNION PACIFIC CORP,907818108,833864,4930899,,UNP
TRANSDIGM GROUP INC,893641100,767067,1585504,,TDG
WYNN RESORTS LTD,983134107,670376,5406697,,WYNN
AUTODESK INC,052769106,649953,3989892,,
CANADIAN PAC RY LTD,13645T100,636561,2706006,,
TIFFANY & CO NEW,886547108,615215,6570002,,
BOOKING HLDGS INC,09857L108,602524,321396,,
FACEBOOK INC,30303M102,579412,3002136,,
D R HORTON INC,23331A109,536124,12430413,,
ACTIVISION BLIZZARD INC,00507V109,487318,10324534,,
SHOPIFY INC,82509L107,451057,1502771,,SHOP
SALESFORCE COM INC,79466L302,446349,2941733,,
MASTERCARD INC,57636Q104,442018,1670957,,MA
S&P GLOBAL INC,78409V104,439751,1930511,,SPGI
SERVICENOW INC,81762P102,360105,1311525,,
DOMINOS PIZZA INC,25754A201,347086,1247255,,DPZ
MERCADOLIBRE INC,58733R102,291431,476373,,MELI
SQUARE INC,852234103,240425,3314831,,
SEA LTD,81141R100,203776,6134122,,SE
WORLD WRESTLING ENTMT INC,98156Q108,194412,2692308,,
UBER TECHNOLOGIES INC,90353T100,125199,3001420,,
CHEWY INC,16679L109,115252,3292923,,
COUPA SOFTWARE INC,22266L106,82654,652824,,
STONECO LTD,G85158106,74787,2528303,,STNE
ATLASSIAN CORP PLC,G06242104,4959,37900,,
