name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES INC,464286871,6923,264124,,
ANHEUSER BUSCH INBEV SA/NV,03524A108,3720,44300,,
ISHARES TR,464287465,3448,53168,,
SAP SE,803054204,3314,28700,,SAPGF
LINDE PLC,G5494J103,2991,17000,CALL,LIN
DBX ETF TR,233051879,2466,85851,,
ISHARES TR,464287234,2177,50714,,
RIO TINTO PLC,767204100,2013,34200,PUT,RTPPF
NOVO-NORDISK A S,670100205,1766,33766,,
ISHARES INC,464286640,1519,35185,,
CREDIT SUISSE GROUP,225401108,1440,123600,,
NATIONAL GRID PLC,636274409,1212,21700,,NMKBP
ISHARES INC,46434G822,1183,21624,,
BHP GROUP PLC,05545E209,1048,21700,,
AMAZON COM INC,023135106,890,500,,AMZN
SIBANYE STILLWATER,825724206,785,190000,,SBYSF
APPLE INC,037833100,742,3904,,AAPL
QIAGEN NV,N72482123,709,17430,,
SELECT SECTOR SPDR TR,81369Y852,620,13254,,
MICROSOFT CORP,594918104,461,3912,,MSFT
VODAFONE GROUP PLC NEW,92857W308,455,25000,,
ALIBABA GROUP HLDG LTD,01609W102,413,2264,,
EXCHANGE TRADED CONCEPTS TR,301505707,306,7896,,
ISHARES INC,464286103,298,13826,,
TRANSOCEAN INC,893830BJ7,53,47000,,
CELLECT BIOTECHNOLOGY LTD,15116C102,12,11964,,
