name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
LOWES COS INC,548661107,1054320,12252414,,
BERKSHIRE HATHAWAY INC DEL,084670702,997038,5453360,,BRK-A
HILTON WORLDWIDE HLDGS INC,43300A203,941002,13789589,,
AGILENT TECHNOLOGIES INC,00846U101,904317,12626593,,
CHIPOTLE MEXICAN GRILL INC,169656105,759910,1161232,,CMG
STARBUCKS CORP,855244109,666012,10131008,,SBUX
HOWARD HUGHES CORP,44267D107,616212,12197389,,
RESTAURANT BRANDS INTL INC,76131D103,603825,15084304,,
BLACKSTONE GROUP INC,09260D107,24996,548526,,
PARK HOTELS RESORTS INC,700517105,5362,677888,,
