name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
UNITY SOFTWARE INC.,91332U101,4090591,40779493,,U
SOLARWINDS CORP,83417Q105,2144209,122947740,,
GLOBAL BLUE GROUP HOLDING AG,H33700107,1652688,135688649,,
QUALTRICS INTERNATIONAL INC.,747601201,741083,22518484,,
AIRBNB,009066101,481015,2559408,,
MADISON SQUARE GRDN SPRT COR,55825T103,340967,1899962,,
SMART GLOBAL HLDGS INC,G8232Y101,329814,7166755,,
GOODRX HLDGS INC.,38246G108,118242,3030303,,
"ROOT, INC.",77664L108,117870,9259259,,ROOT
GLOBAL BLUE GROUP HOLDING AG,H33700115,11193,9250350,,
SNOWFLAKE INC,833445109,4586,20000,,SNOW
