name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ENDEAVOR GROUP HLDGS INC,29260Y109,2486124308,91976482,,
FIRST ADVANTAGE CORP NEW,31846B108,1439194489,89557840,,FA
N-ABLE INC,62878D100,936247025,61473869,,
SOLARWINDS CORP,83417Q204,740760146,61473871,,
EVERCOMMERCE INC,29977X105,736594793,67085136,,EVCM
GLOBAL BLUE GROUP HOLDING AG,H33700107,607813134,126102310,,
UNITY SOFTWARE INC,91332U101,564797669,34735404,,U
MADISON SQUARE GRDN SPRT COR,55825T103,357439851,1899962,,
SOFI TECHNOLOGIES INC,83406F102,205929031,31154165,,
DELL TECHNOLOGIES INC,24703L202,49553135,360570,,DELL
GOODRX HLDGS INC,38246G108,27551753,3532276,,
VACASA INC,91854V206,15212322,3123680,,
SNOWFLAKE INC,833445109,1279437,9471,,SNOW
GLOBAL BLUE GROUP HOLDING AG,H33700115,740028,9250350,,
HEALTHPEAK PROPERTIES,71943U104,211680,10800,,
SIMON PROPERTY GROUP,828806109,204930,1350,,
