name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
FIRST ADVANTAGE CORP NEW,31846B108,1261869966,89557840,,FA
SOLARWINDS CORP,83417Q204,1132963443,61473871,,
GLOBAL BLUE GROUP HOLDING AG,H33700107,928113002,126102310,,
UNITY SOFTWARE INC,91332U101,680466564,34735404,,U
EVERCOMMERCE INC,29977X105,676218171,67085136,,EVCM
N-ABLE INC,62878D100,435849731,61473869,,
MADISON SQUARE GRDN SPRT COR,55825T103,369960601,1899962,,
VACASA INC,91854V206,24696123,5060681,,
GOODRX HLDGS INC,38246G108,15577337,3532276,,
SNOWFLAKE INC,833445109,1384281,9471,,SNOW
DELL TECHNOLOGIES INC,24703L202,255220,2800,,DELL
SIMON PROPERTY GROUP,828806109,224208,1350,,
HEALTHPEAK PROPERTIES,71943U104,217188,10800,,
GLOBAL BLUE GROUP HOLDING AG,H33700115,185007,9250350,,
AMPLITUDE INC.,03213A104,159127,15616,,
