name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
HOWMET AEROSPACE INC,443201108,1475876,41065000,,HWM
MARATHON PETE CORP,56585A102,946058,11065000,,
INVESCO QQQ TR,46090E103,868066,2394400,PUT,
PEABODY ENGR CORP,704551100,634345,25859970,,
NIELSEN HLDGS PLC,G6518L108,452184,16600000,,
ISHARES TR,464287739,432880,4000000,PUT,
SELECT SECTOR SPDR TR,81369Y506,402457,5265000,PUT,
TWITTER INC,90184L102,386900,10000000,,
SPDR SER TR,78468R556,336375,2500000,PUT,
SUNCOR ENERGY INC NEW,867224107,326135,10000000,,SU
UNITI GROUP INC,91325V108,281746,20475739,,UNIT
SPDR SER TR,78464A714,264390,3500000,PUT,
ISHARES TR,464287242,260021,2150000,PUT,
SELECT SECTOR SPDR TR,81369Y308,216287,2850000,PUT,
SWITCH INC,87105L104,178294,5785000,,
ISHARES TR,464288513,164580,2000000,PUT,
SELECT SECTOR SPDR TR,81369Y209,160265,1169900,PUT,
EVERGY INC,30034W106,153407,2244765,,
E2OPEN PARENT HOLDINGS INC,29788T103,142416,16165321,,
CITRIX SYS INC,177376100,121080,1200000,,
DIGITAL RLTY TR INC,253868103,120530,850000,PUT,
AT&T INC,00206R102,118150,5000000,,T-PC
APA CORPORATION,03743Q108,113658,2750000,,APA
VANECK ETF TRUST,92189H607,110195,390000,PUT,
VALARIS LIMITED,G9460G101,98743,1900000,,
SELECT SECTOR SPDR TR,81369Y605,95800,2500000,PUT,
EQUINIX INC,29444U700,92703,125000,PUT,EQIX
NOBLE CORP NEW,G6610J209,91270,2603982,,
VANECK ETF TRUST,92189F676,68608,254300,PUT,
SPDR SER TR,78464A870,43556,484600,CALL,
TESLA INC,88160RAG6,43411,2500000,,
TWITTER INC,90184LAN2,42346,50000000,,
VANGUARD INDEX FDS,922908553,32511,300000,PUT,
HILTON WORLDWIDE HLDGS INC,43300A203,28072,185000,PUT,
MARRIOTT INTL INC NEW,571903202,25484,145000,PUT,
MICROSTRATEGY INC,594972AC5,16655,12000000,,
MERCADOLIBRE INC,58733RAD4,11064,4000000,,MELI
CORMEDIX INC,21900C308,8497,1550523,,CRMD
WAYFAIR INC,94419LAD3,6102,5000000,,W
MICROSTRATEGY INC,594972AE1,3617,5000000,,
WAYFAIR INC,94419LAB7,2703,2500000,,W
DIAMOND OFFSHORE DRILLING IN,25271C201,2353,330000,,
PRINCIPAL FINANCIAL GROUP IN,74251V102,367,5000,,
