name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES INC,464286900,815860,19008800,CALL,
CALIFORNIA RES CORP,13057Q305,409971,13825162,,
BAUSCH HEALTH COS INC,071734107,239449,8166761,,
SELECT SECTOR SPDR TR,81369Y906,212500,4000000,CALL,
VODAFONE GROUP PLC NEW,92857W908,209041,11002200,CALL,
MACYS INC,55616P904,177500,8500000,CALL,
FRONTIER COMMUNICATIONS PARE,35909D109,149654,5665025,,
VALARIS LIMITED,G9460G101,145516,5038477,,
THRYV HLDGS INC,886029206,123276,3446346,,
ARK ETF TR,00214Q954,102500,1000000,PUT,
ISHARES TR,464288513,101246,1150000,,
COMMSCOPE HLDG CO INC,20337X109,92135,4323557,,
VODAFONE GROUP PLC NEW,92857W308,76746,4480198,,
EAGLE BULK SHIPPING INC,Y2187A150,51637,1094692,,
ONEMAIN HLDGS INC,68268W103,51213,854837,,
TECK RESOURCES LTD,878742204,51175,2221145,,TCKRF
BUILDERS FIRSTSOURCE INC,12008R107,51128,1198497,,
NOBLE CORP NEW,G6610J209,50985,2061675,,
ISHARES INC,464286400,47419,1169692,,
FREEPORT-MCMORAN INC,35671D857,45261,1219645,,FCX
PULTE GROUP INC,745867101,39834,729955,,
FOOT LOCKER INC,344849104,38394,622979,,
NRG ENERGY INC,629377508,37856,939358,,
DENBURY INC,24790A101,32449,422623,,
FOX CORP,35137L105,31435,846620,,FOX
COMCAST CORP NEW,20030N101,30506,535000,,CCZ
EQUITRANS MIDSTREAM CORP,294600101,28770,3380686,,
CHESAPEAKE ENERGY CORP,165167735,28684,552457,,
AERCAP HOLDINGS NV,N00985106,23230,453272,,
MACYS INC,55616P104,21804,1150000,,
SLM CORP,78442P106,20331,970904,,SLMBP
SIMON PPTY GROUP INC NEW,828806109,17876,137000,,
RADIAN GROUP INC,750236101,17403,782147,,RDN
TIM S A,88706T108,15375,1334658,,
BERRY GLOBAL GROUP INC,08579W103,13993,214558,,
ARCONIC CORPORATION,03966V107,13037,365990,,
NATURAL RESOURCE PARTNERS L,63900P608,11882,560450,,
ISHARES INC,464286822,10893,226980,,
QURATE RETAIL INC,74915M100,9899,756204,,
LIBERTY LATIN AMERICA LTD,G9001E128,8223,583160,,LILAP
COUPANG INC,22266T109,7976,190714,,
REVOLUTION ACCELERTN ACQU CO,76156P106,3340,335000,,
AMC ENTMT HLDGS INC,00165C954,2500,500000,PUT,
REVOLUTION ACCELERTN ACQU CO,76156P114,223,111666,,
AMBAC FINL GROUP INC,023139116,150,39906,,
OCCIDENTAL PETE CORP,674599162,143,10245,,
