name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
LIBERTY GLOBAL PLC,G5480U120,968138,47504310,,
ALPHABET INC,02079K107,608585,5851780,,GOOGN
VIASAT INC,92552V100,551218,16288959,,VSAT
QORVO INC,74736K101,472250,4649504,,
VERITIV CORP,923454102,449249,3324324,,
LIBERTY MEDIA CORP DEL,531229607,415681,14851048,,FWONB
WARNER BROS DISCOVERY INC,934423104,381050,25235094,,
FIDELITY NATL INFORMATION SV,31620M106,263041,4841549,,
LIBERTY MEDIA CORP DEL,531229409,229710,8177656,,FWONB
GARRETT MOTION INC,366505204,226520,25480292,,GTX
NEW ORIENTAL ED & TECHNOLOGY,647581206,209219,5418784,,
WILLIS TOWERS WATSON PLC LTD,G96629103,199537,858667,,WTW
SS&C TECHNOLOGIES HLDGS INC,78467J100,184907,3274430,,
LIBERTY GLOBAL PLC,G5480U104,140288,7194276,,
THERAVANCE BIOPHARMA INC,G8807B106,113049,10419226,,
SKYWORKS SOLUTIONS INC,83088M102,83042,703865,,
JAZZ PHARMACEUTICALS PLC,G50871105,70048,478696,,JAZZ
FISERV INC,337738108,60288,533382,,FISV
GRAY TELEVISION INC,389375106,32787,3760000,,
HERBALIFE NUTRITION LTD,G4412G101,31463,1954200,,
COINBASE GLOBAL INC,19260QAB3,28960,45250000,,
GARRETT MOTION INC,366505105,27385,3575000,,GTX
ATARA BIOTHERAPEUTICS INC,046513107,26458,9123616,,
ADVANTAGE SOLUTIONS INC,00791N102,17032,11001624,,ADV
ALTICE USA INC,02156K103,16329,4774615,,
LITHIA MTRS INC,536797103,14890,65043,,
DIGITALBRIDGE GROUP INC,25401T603,14795,1233914,,
SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,8997,136077,,
TRILOGY METALS INC NEW,89621C105,2277,4271542,,TMQ
FINCH THERAPEUTICS GROUP INC,31773D101,793,2019008,,
