name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SPDR S&P 500 ETF TR,78462F103,1287440,4000000,CALL,
DISNEY WALT CO,254687106,361575,2500000,CALL,
PG&E CORP,69331C108,271750,25000000,,PCG-PX
HOUGHTON MIFFLIN HARCOURT CO,44157R109,121660,19465570,,
FAR PT ACQUISITION CORP,30734W208,43200,4000000,,
AMERISOURCEBERGEN CORP,03073E105,42510,500000,PUT,
GENERAL MTRS CO,37045V100,36600,1000000,PUT,
BED BATH & BEYOND INC,075896100,34600,2000000,PUT,
LIBERTY MEDIA CORP,530715AL5,31211,45150000,,FWONB
DISH NETWORK CORP,25470MAB5,24384,25350000,,
LIBERTY MEDIA CORP,530715AG6,20228,29000000,,FWONB
MICHAELS COS INC,59408Q106,20225,2500000,PUT,
TRONOX HOLDINGS PLC,G9087Q102,17130,1500000,CALL,TROX
GOODRICH PETE CORP,382410843,15762,1569878,,
EZCORP INC,302301AE6,15390,19000000,,EZPW
ADIENT PLC,G0084W101,6375,300000,PUT,ADNT
PATTERN ENERGY GROUP INC,70338PAB6,6282,6251000,,
CHESAPEAKE ENERGY CORP,165167CY1,3000,6000000,,
ROSEHILL RES INC,777385105,529,413002,,
ROSEHILL RES INC,777385113,299,3245678,,
