name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,57179,484816,,MSFT
VANGUARD INTL EQUITY INDEX,922042775,53191,1060631,,
AMERICAN TOWER CORP NEW,03027X100,49794,252686,,
VISA INC,92826C839,40652,260270,,V
WISDOMTREE TR,97717W778,39059,629073,,
IDEXX LABS INC,45168D104,31539,141053,,
THERMO FISHER SCIENTIFIC I,883556102,30453,111257,,
DANAHER CORPORATION,235851102,30075,227806,,
ECOLAB INC,278865100,29243,165646,,ECL
TJX COS INC NEW,872540109,26364,495475,,
UGI CORP NEW,902681105,26339,475259,,
PIMCO ETF TR,72201R833,24826,244447,,
CARMAX INC,143130102,24256,347509,,KMX
CHUBB LIMITED,H1467J104,23428,167246,,
PIMCO ETF TR,72201R718,22832,228913,,
3M CO,88579Y101,22153,106619,,MMM
JOHNSON & JOHNSON,478160104,21157,151346,,JNJ
MEDTRONIC PLC,G5960L103,21048,231095,,MDT
PIMCO DYNMIC CREDIT AND MR,72202D106,20244,864022,,
WATSCO INC,942622200,19596,136831,,WSO-B
TE CONNECTIVITY LTD,H84989104,18581,230104,,
CELGENE CORP,151020104,17700,187624,,
PROCTER AND GAMBLE CO,742718109,17080,164151,,
EXXON MOBIL CORP,30231G102,16842,208441,,
ALPHABET INC,02079K305,16787,14264,,GOOGN
PAYCHEX INC,704326107,15890,198135,,PAYX
FIRST REP BK SAN FRANCISCO,33616C100,15496,154248,,
AUTOMATIC DATA PROCESSING,053015103,14905,93309,,
YUM BRANDS INC,988498101,14673,147009,,YUM
EVERSOURCE ENERGY,30040W108,14508,204486,,ES
ASPEN TECHNOLOGY INC,045327103,14125,135477,,
GILEAD SCIENCES INC,375558103,13936,214363,,
MCCORMICK & CO INC,579780206,13843,91898,,MKC-V
AMERICAN WTR WKS CO INC NE,030420103,13660,131014,,
BERKSHIRE HATHAWAY INC DEL,084670108,13253,44,,BRK-A
SPDR S&P 500 ETF TR,78462F103,12837,45444,,
