name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
META PLATFORMS INC,30303M102,2642360600,7465139,,
MICROSOFT CORP,594918104,2009619807,5344165,,MSFT
APOLLO GLOBAL MGMT INC,03769M106,1144857136,12285193,,
TAKE-TWO INTERACTIVE SOFTWAR,874054109,829886205,5156174,,
AMAZON COM INC,023135106,741844011,4882480,,AMZN
SEA LTD,81141R100,579966804,14320168,,SE
ALPHABET INC,02079K305,566711853,4056925,,GOOGN
WORKDAY INC,98138H101,546940286,1981237,,
ELI LILLY & CO,532457108,518798800,890000,,LLY
NVIDIA CORPORATION,67066G104,479548763,968355,,NVDA
SERVICENOW INC,81762P102,409520461,579655,,
FLEETCOR TECHNOLOGIES INC,339041105,368436114,1303691,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,316678960,3044990,,
LAM RESEARCH CORP,512807108,315640465,402983,,LRCX
JD.COM INC,47215P106,254347300,8803991,,
CROWDSTRIKE HLDGS INC,22788C105,229788000,900000,,
DOORDASH INC,25809K105,217163726,2196013,,
BROADCOM INC,11135F101,203492375,182300,,AVGO
ELASTIC N V,N14506104,190541890,1690700,,
UBER TECHNOLOGIES INC,90353T100,187585319,3046700,,
GRAB HOLDINGS LIMITED,G4124C109,172887026,51301788,,
NU HLDGS LTD,G6683N103,171620524,20602704,,
DEXCOM INC,252131107,143051697,1152806,,DXCM
ZOOMINFO TECHNOLOGIES INC,98980F104,132216961,7150728,,GTM
NOVO-NORDISK A S,670100205,131278050,1269000,,
DATADOG INC,23804L103,118879572,979400,,
PROCORE TECHNOLOGIES INC,74275K108,110786610,1600500,,
ATLASSIAN CORPORATION,049468101,95273634,400545,,TEAM
PDD HOLDINGS INC,722304102,91487643,625300,,PDD
ALTC ACQUISITION CORP,02156V109,32281836,3056992,,
ARM HOLDINGS PLC,042068205,22543500,300000,,
ATRENEW INC,00138L108,22043939,11481218,,RERE
TOAST INC,888787108,20008596,1095761,,
FRESHWORKS INC,358054104,17078193,727041,,FRSH
STONECO LTD,G85158106,12296460,682000,,STNE
MAPLEBEAR INC,565394103,4107250,175000,,CART
KLAVIYO INC,49845K101,972300,35000,,
SPOTIFY TECHNOLOGY S A,L8681T102,481238,2561,,
DINGDONG CAYMAN LTD,25445D101,177809,118539,,
