name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SPDR S&P 500 ETF TR,78462F103,1660887,4650000,PUT,
IQVIA HLDGS INC,46266C105,581021,3207582,,
THERMO FISHER SCIENTIFIC INC,883556102,569097,1122059,,TMO
CHANGE HEALTHCARE INC,15912K100,496917,18076272,,
ARAMARK,03852U106,496755,15921642,,ARMK
BOSTON SCIENTIFIC CORP,101137107,470618,12151257,,BSX
TRANSUNION,89400J107,470441,7907895,,TRU
CLARIVATE PLC,G21810109,380730,40546300,,CLVT
ELEVANCE HEALTH INC,036752103,364028,801400,,
TWITTER INC,90184L102,339979,7755000,,
MICROSOFT CORP,594918104,335185,1439178,,MSFT
CENTENE CORP DEL,15135B101,330859,4252141,,CNC
ALPHABET INC,02079K107,324135,3371140,,GOOGN
ASTRAZENECA PLC,046353108,306279,5584962,,AZN
EQUIFAX INC,294429105,306019,1785097,,EFX
HOWMET AEROSPACE INC,443201108,304424,9842353,,HWM
MASTERCARD INCORPORATED,57636Q104,303781,1068371,,
SALESFORCE INC,79466L302,296445,2060938,,
FULL TRUCK ALLIANCE CO LTD,35969L108,295829,45164743,,
BIOHAVEN PHARMACTL HLDG CO L,G11196105,294452,1947820,,
WABTEC,929740108,284963,3502930,,
VISA INC,92826C839,268644,1512210,,V
SHERWIN WILLIAMS CO,824348106,261976,1279492,,SHW
BLACKSTONE INC,09260D107,260721,3114951,,BX
DYNATRACE INC,268150109,250702,7202000,,
META PLATFORMS INC,30303M102,245179,1807040,,
NEW YORK TIMES CO,650111107,225057,7828073,,NYT
S&P GLOBAL INC,78409V104,219089,717500,,SPGI
AON PLC,G0403H108,216569,808486,,AON
COSTAR GROUP INC,22160N109,206177,2960185,,
IQIYI INC,46267XAD0,204790,233574000,,
ISHARES TR,464287556,198832,1700000,PUT,
ADOBE SYSTEMS INCORPORATED,00724F101,191201,694772,,
SERVICENOW INC,81762P102,186369,493550,,
KE HLDGS INC,482497104,174473,9958500,,
BEAM THERAPEUTICS INC,07373V105,172994,3631271,,BEAM
PINDUODUO INC,722304AC6,168069,184010000,,
EXELIXIS INC,30161Q104,167397,10675844,,
TWITTER INC,90184LAN2,152674,165500000,,
BLOCK INC,852234103,142094,2584000,,
IQIYI INC,46267XAE8,124487,186100000,,
HUMANA INC,444859102,121880,251200,,HUM
CVS HEALTH CORP,126650100,119809,1256259,,CVS
HELLO GROUP INC,60879BAB3,115322,123449000,,MOMO
UNITED THERAPEUTICS CORP DEL,91307C102,115091,549673,,UTHR
HORIZON THERAPEUTICS PUB L,G46188101,110178,1780223,,
ABBVIE INC,00287Y109,97317,725112,,ABBV
SEA LTD,81141RAG5,94650,136116000,,SE
ALNYLAM PHARMACEUTICALS INC,02043Q107,85760,428456,,
INSPIRE MED SYS INC,457730109,85492,481996,,
SAREPTA THERAPEUTICS INC,803607100,83452,754950,,
BIOGEN INC,09062X103,81568,305499,,BIIB
MASIMO CORP,574795100,81449,577000,,
ENANTA PHARMACEUTICALS INC,29251M106,80399,1550000,,ENTA
PG&E CORP,69331C108,78814,6305142,,PCG-PX
CYTOKINETICS INC,23282W605,78539,1621038,,CYTK
VNET GROUP INC,90138VAB3,73523,87250000,,
AVANTOR INC,05352A100,72117,3679464,,
