name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES TR,464287242,116816482,1072498,,
CRH PLC,G25508105,89512951,1037711,,
CNH INDL N V,N20944109,34752253,2681501,,
HDFC BANK LTD,40415F101,33996514,607406,,HDB
ISHARES INC,46434G764,25321128,439832,,
UBS GROUP AG,H42097107,7532452,245197,,UBS
ISHARES INC,464286400,6985635,215473,,
ALCON AG,H01301128,6901326,82859,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,5003783,36779,,
FLUTTER ENTMT PLC,G3643J108,4979118,25212,,
ISHARES INC,464286871,4817017,309776,,
WESTROCK CO,96145D105,4492038,90840,,
EXCHANGE TRADED CONCEPTS TRU,301505889,4371596,139623,,
SHELL PLC,780259305,4297666,64106,,RYDAF
ISHARES INC,464286822,4057338,58539,,
RYANAIR HOLDINGS PLC,783513203,3244910,22288,,RYAOF
GLOBAL X FDS,37954Y855,3166632,69919,,
SELECT SECTOR SPDR TR,81369Y209,2977941,20158,,
ISHARES INC,46434G814,2915633,133806,,
ARM HOLDINGS PLC,042068205,2555296,20444,,
GSK PLC,37733W204,2460224,57388,,GLAXF
QIAGEN NV,N72482149,2339387,54417,,
DIAGEO PLC,25243Q205,2339085,15726,,DGEAF
ISHARES TR,46429B614,2284689,32513,,
JD.COM INC,47215P106,2070355,75588,,
ISHARES TR,46429B598,2063600,40000,,
NEWMONT CORP,651639106,2042880,57000,,
LI AUTO INC,50202M102,1892227,62491,,LAAOF
ASTRAZENECA PLC,046353108,1853911,27364,,AZN
ISHARES TR,464287184,1736482,72143,,
ISHARES TR,46434V423,1723256,39023,,
META PLATFORMS INC,30303M102,1699044,3499,,
SELECT SECTOR SPDR TR,81369Y308,1653499,21654,,
ELI LILLY & CO,532457108,1590928,2045,,LLY
ING GROEP N.V.,456837103,1540958,93448,,
MORPHOSYS AG,617760202,1332873,73477,,
AMAZON COM INC,023135106,1250575,6933,,AMZN
SELECT SECTOR SPDR TR,81369Y886,1232579,18775,,
BIO RAD LABS INC,090572207,1203282,3479,,
SELECT SECTOR SPDR TR,81369Y605,1144569,27174,,
ISHARES INC,46434G772,1107859,22758,,
NVIDIA CORPORATION,67066G104,1103247,1221,,NVDA
BAIDU INC,056752108,1062486,10092,,
KRANESHARES TRUST,500767306,1050000,40000,,
SPDR SER TR,78464A870,976418,10290,,
SEA LTD,81141R100,961516,17902,,SE
SAP SE,803054204,949406,4868,,SAPGF
SELECT SECTOR SPDR TR,81369Y704,910187,7226,,
RENTOKIL INITIAL PLC,760125104,885506,29370,,
BANCO SANTANDER S.A.,05964H105,844977,174582,,
V F CORP,918204108,788491,51401,,VFC
BHP GROUP LTD,088606108,668973,11596,,BHPLF
SELECT SECTOR SPDR TR,81369Y407,664211,3612,,
XPENG INC,98422D105,603471,78577,,XPNGF
NOVO-NORDISK A S,670100205,578057,4502,,
UNITED MICROELECTRONICS CORP,910873405,471016,58222,,UMC
TRIP COM GROUP LTD,89677Q107,438900,10000,,
BILIBILI INC,090040106,428355,38246,,BLBLF
VODAFONE GROUP PLC NEW,92857W308,399655,44905,,
FERGUSON PLC NEW,G3421J106,390334,1787,,
LEIDOS HOLDINGS INC,525327102,365348,2787,,
BOOZ ALLEN HAMILTON HLDG COR,099502106,356256,2400,,
PALANTIR TECHNOLOGIES INC,69608A108,314432,13665,,PLTR
ALIBABA GROUP HLDG LTD,01609W102,298919,4131,,
COOL CO LTD,G2415A113,275342,24761,,
GOLDEN OCEAN GROUP LTD,G39637205,269866,20823,,
BRITISH AMERN TOB PLC,110448107,255407,8374,,
CURTISS WRIGHT CORP,231561101,228554,893,,CW
HYATT HOTELS CORP,448579102,220595,1382,,H
BORR DRILLING LTD,G1466R173,202075,29500,,BORR
HERSHEY CO,427866108,200530,1031,,HSY
WW INTL INC,98262P101,190779,103124,,
WIPRO LTD,97651M109,182850,31800,,WIT
DEUTSCHE BANK A G,D18190898,170095,10786,,
GRAB HOLDINGS LIMITED,G4124C109,167864,53460,,
GINKGO BIOWORKS HOLDINGS INC,37611X100,23487,20247,,
EVOGENE LTD,M4119S104,9859,13321,,EVGN
