name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
CHARTER COMMUNICATIONS INC N,16119P108,4557158,10444772,,
ALPHABET INC,02079K107,3603403,3098875,,GOOGN
CANADIAN PAC RY LTD,13645T100,2475471,11229125,,
MICROSOFT CORP,594918104,2207422,13996718,,MSFT
CANADIAN NATL RY CO,136375102,1630758,20911901,,
MOODYS CORP,615369105,1440885,6812696,,
RAYTHEON CO,755111507,1367642,10428073,,
VISA INC,92826C839,1186125,7361749,,V
UNION PAC CORP,907818108,846895,6004644,,
ALPHABET INC,02079K305,718110,618021,,GOOGN
S&P GLOBAL INC,78409V104,594233,2424946,,SPGI
ANTHEM INC,036752103,195567,861377,,
UNIVAR SOLUTIONS INC,91336L107,169837,15843001,,
LINDE PLC,G5494J103,28913,167130,,LIN
MASTERCARD INC,57636Q104,23540,97450,,MA
AMAZON COM INC,023135106,11113,5700,,AMZN
ADOBE INC,00724F101,1092,3430,,ADBE
AUTODESK INC,052769106,781,5000,,
