name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VISTRA ENERGY CORP,92840M102,563777,30278055,,
TORM PLC,G89479102,355596,51804925,,TRMD
ALLY FINANCIAL INC,02005N100,283936,14318541,,ALLY
STAR BULK CARRIERS CORP,Y8162K204,257439,39006017,,SBLK
TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,874039100,215923,3803479,,TSMWF
PG&E CORP,69331C108,199575,22500000,,PCG-PX
CAESARS ENTERTAINMENT CORP,127686103,184982,15250000,,
INFINERA CORP,45667G103,149038,25175384,,
TAYLOR MORRISON HOME CORP,87724P106,124095,6433140,,
ANGLOGOLD ASHANTI LTD,035128206,94730,3212281,,
SUPER MICRO COMPUTER INC,86800U104,93250,3284636,,
ITAU UNIBANCO HOLDING SA,465562106,89162,19011118,,
NMI HOLDINGS INC,629209305,70752,4400000,,
CEMEX SAB DE CV,151290889,68941,23938116,,CXMSF
EAGLE BULK SHIPPING INC,Y2187A143,64701,29544139,,
BERRY PETROLEUM CORP,08579X101,62371,12913313,,
ALIBABA GROUP HOLDING LTD,01609W102,60945,282547,,BBAAY
EXANTAS CAPITAL CORP,76120WAC8,58570,76314000,,
BAIDU INC,056752108,50750,423307,,
ICICI BANK LTD,45104G104,48781,5251011,,IBN
DISH NETWORK CORP,25470MAB5,43209,46910000,,
Liberty Global PLC,G5480U120,43020,2000000,,
CENTURY COMMUNITIES INC,156504300,41850,1365000,,
AFYA LTD,G01125106,41223,1758666,,AFYA
SUNOPTA INC,8676EP108,38035,8092699,,
PETROLEO BRASILEIRO SA,71654V408,33995,4110666,,
MERCADOLIBRE INC,58733R102,32234,32700,,MELI
MAGNACHIP SEMICONDUCTOR CORP,55933J203,30277,2939537,,MX
BATTALION OIL CORP,07134L107,28594,3009912,,BATL
BANCO BRADESCO SA,059460303,28327,7435056,,
MGIC INVESTMENT CORP,552848103,24733,3020000,,MTG
MR COOPER GROUP INC,62482R107,23978,1927544,,
TELECOM ARGENTINA SA,879273209,20231,2260500,,TCMFF
HERBALIFE NUTRITION LTD,42703MAD5,20181,20437000,,
INTERCEPT PHARMACEUTICALS INC,45845PAA6,20172,26629000,,
FORTIVE CORP,34959JAK4,19276,19527000,,FTV
AZUL SA,05501U106,18938,1693938,,AZUXY
ELDORADO RESORTS INC,28470R102,18027,450000,,
KINGSOFT CORP LTD,49639K101,17927,568756,,
LIGAND PHARMACEUTICALS INC,53220KAF5,17437,19826000,,LGNZZ
NABORS INDUSTRIES LTD,62957HAB1,17263,46598000,,NBR
SOCIEDAD QUIMICA Y MINERA DE CHILE SA,833635105,15746,604020,,
TWITTER INC,90184LAD4,15505,15805000,,
TEVA PHARMACEUTICAL INDUSTRIES LTD,88163VAE9,15034,15366000,,TEVJF
FIREEYE INC,31816QAD3,14729,15543000,,
HOPE BANCORP INC,43940TAB5,14695,17731000,,HOPE
SUPERNUS PHARMACEUTICALS INC,868459AD0,14613,16511000,,
MARRIOTT VACATIONS WORLDWIDE CORP,57164YAB3,13842,14953000,,VAC
ENCORE CAPITAL GROUP INC,292554AH5,13193,13661000,,ECPG
MACQUARIE INFRASTRUCTURE CORP,55608BAB1,13147,15157000,,
SSR MINING INC,784730AB9,12319,8849000,,SSRGF
ATLAS AIR WORLDWIDE HOLDINGS INC,049164BH8,12197,12778000,,
COLONY CAPITAL INC,19624RAB2,12064,12626000,,
DYCOM INDUSTRIES INC,267475AB7,12040,12708000,,DY
DISH NETWORK CORP,25470MAD1,11895,13238000,,
VONAGE HOLDINGS CORP,92886TAJ1,11883,12673000,,
GREENBRIER COS INC/THE,393657AK7,11879,14369000,,
RETROPHIN INC,761299AB2,11836,14178000,,
VERINT SYSTEMS INC,92343XAA8,11820,11909000,,
PRA GROUP INC,73640QAB1,11615,11654000,,PRAA
NEW RELIC INC,64829BAB6,11534,11907000,,
CIMAREX ENERGY CO,171798101,11428,415735,,
TRANSPORTADORA DE GAS DEL SUR SA,893870204,11230,1994729,,
GRUPO TELEVISA SAB,40049J206,11203,2138000,,
PATRICK INDUSTRIES INC,703343AB9,11086,11010000,,PATK
GCI LIBERTY INC,36164V305,10668,150000,,
WESTERN DIGITAL CORP,958102AP0,10640,11259000,,WDC
HERCULES CAPITAL INC,427096AF9,10584,10836000,,
INVESCO SENIOR INCOME TRUST,46131H107,10273,2969177,,VVR
VISTA OIL & GAS SAB DE CV,92837L109,9555,3133000,,
PAMPA ENERGIA SA,697660207,8906,849000,,
SFL CORP LTD,G81075AF3,8335,8742000,,SFL
VEECO INSTRUMENTS INC,922417AD2,8259,9017000,,VECO
GOLDMAN SACHS BDC INC,38147UAB3,8209,8251000,,
INSMED INC,457669AA7,8132,8325000,,INSM
NUVEEN CREDIT STRATEGIES INCOME FUND,67073D102,8064,1380972,,JQC
PLURALSIGHT INC,72941BAB2,7995,9006000,,
ZILLOW GROUP INC,98954MAC5,7991,7673000,,
GENETRON HOLDINGS LTD,37186H100,7887,653441,,
AVAYA HOLDINGS CORP,05351XAB7,7825,9456000,,
CARDTRONICS PLC,14161HAG3,7811,7880000,,
BOINGO WIRELESS INC,09739CAB8,7703,8631000,,
KKR REAL ESTATE FINANCE TRUST INC,48251KAB6,7602,7882000,,KREF-PA
NUTANIX INC,67059NAB4,7587,8545000,,
WEIBO CORP,948596AC5,7534,8059000,,WEIBF
FLEXION THERAPEUTICS INC,33938JAB2,7532,8987000,,
NEW MOUNTAIN FINANCE CORP,647551AC4,7530,8001000,,NMFCZ
NUVEEN FLOATING RATE INCOME FUND,67072T108,7380,934302,,JFR
GUESS INC,401617AD7,7355,10877000,,
TOWNSQUARE MEDIA INC,892231101,7130,1595224,,
PURE STORAGE INC,74624MAB8,6976,7078000,,
VISHAY INTERTECHNOLOGY INC,928298AP3,6968,7452000,,VSH
BLACKSTONE MORTGAGE TRUST INC,09257WAB6,6955,7380000,,
WORKDAY INC,98138HAF8,6897,5000000,,
SPLUNK INC,848637AC8,6345,4395000,,
IHEARTMEDIA INC,45174J509,5972,715247,,
SQUARE INC,852234AD5,5959,4000000,,
BLACKROCK FLOATING RATE INCOME STRATEGIES FUND INC,09255X100,5895,527327,,
HELIX ENERGY SOLUTIONS GROUP INC,42330PAH0,5828,6815000,,HLX
EZCORP INC,302301AE6,5584,7130000,,EZPW
AIR TRANSPORT SERVICES GROUP INC,00922RAB1,5474,5753000,,
BENEFITFOCUS INC,08180DAB2,5400,6821000,,
MICROCHIP TECHNOLOGY INC,595017AF1,5333,3610000,,MCHPP
IQIYI INC,46267XAD0,5182,5200000,,
BANK OF AMERICA CORP,060505682,5111,3808,,
AMAG PHARMACEUTICALS INC,00163UAD8,5023,6407000,,
BEL FUSE INC,077347300,4964,462679,,
