name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
INVESCO QQQ TR,46090E103,1086943,6050000,CALL,
PG&E CORP,69331C108,417153,23435585,,PCG-PX
CHENIERE ENERGY INC,16411R208,396264,5796722,,
HOUGHTON MIFFLIN HARCOURT CO,44157R109,141515,19465570,,
DISH NETWORK CORP,25470MAB5,80651,94500000,,
ISHARES TR,464287655,76545,500000,PUT,
MACYS INC,55616P104,72090,3000000,PUT,
FIVE POINT HOLDINGS LLC,33833Q106,71214,9877096,,
BED BATH & BEYOND INC,075896100,67960,4000000,PUT,
CONNS INC,208242107,66294,2900000,,
AVAYA HLDGS CORP,05351X101,56507,3357505,,
SELECT SECTOR SPDR TR,81369Y605,46278,1800000,PUT,
FAR PT ACQUISITION CORP,30734W208,41600,4000000,,
LIBERTY MEDIA CORP,530715AG6,28565,41700000,,FWONB
SELECT INTERIOR CONCEPTS INC,816120307,23361,1876415,,
ALTUS MIDSTREAM CO,02215L100,22101,3746000,,
GOODRICH PETE CORP,382410843,21350,1569878,,
SEAGATE TECHNOLOGY PLC,G7945M107,19156,400000,PUT,
TRONOX HOLDINGS PLC,G9087Q102,13808,1050000,,TROX
CLEVELAND CLIFFS INC,185899AA9,10927,8000000,,
CAESARS ENTMT CORP,127686AA1,8009,5600199,,
LIBERTY MEDIA CORP,530715AL5,7489,11000000,,FWONB
CONTURA ENERGY INC,21241B100,7043,121607,,
PATTERN ENERGY GROUP INC,70338PAB6,5082,5060000,,
SCORPIO BULKERS INC,Y7546A122,4950,1289025,,
MCDERMOTT INTL INC,580037703,2232,300000,,
LYFT INC,55087P104,1566,20000,,
ROSEHILL RES INC,777385105,1404,413002,,
ROSEHILL RES INC,777385113,1396,3245678,,
