name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AFFIRM HLDGS INC,00827BAB2,62756558,97500000,,
DISH NETWORK CORPORATION,25470MAB5,45864096,89500000,,
FIRST REP BK SAN FRANCISCO C,33616C100,32002125,2287500,PUT,
BANK OZK LITTLE ROCK ARK,06417N103,29925000,875000,PUT,
DISH NETWORK CORPORATION,25470M109,16794000,1800000,PUT,
ALPHA PARTNERS TECH MERGR CO,G63290129,10735000,1000000,,
BRAEMAR HOTELS & RESORTS INC,10482BAB7,6270765,6700000,,BHR-PD
BLACK SPADE ACQUISITION CO,G11537126,5135000,500000,,
AVEANNA HEALTHCARE HLDGS INC,05356F105,3120000,3000000,,
VIRGIN ORBIT HOLDINGS INC,92771A119,28320,600000,,
GROVE COLLABORATIVE HOLD INC,39957D110,2129,39200,,
