name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
EBAY INC.,278642103,1569003,30115223,,EBAY
LIBERTY GLOBAL PLC,G5480U120,1120295,54555407,,
FOX CORP,35137L105,750651,26972720,,FOX
VIASAT INC,92552V100,560177,16288959,,VSAT
VIACOMCBS INC,92556H206,527641,18837585,,
PERSHING SQUARE TONTINE HLDG,71531R109,397075,17500000,,
QORVO INC,74736K101,382242,2962886,,
PG&E CORP,69331C108,287875,30657601,,PCG-PX
HD SUPPLY HLDGS INC,40416M105,281179,6818119,,
HP INC,40434L105,252567,13300000,,HPQ
MCKESSON CORP,58155Q103,248591,1669181,,MCK
MICRON TECHNOLOGY INC,595112103,245225,5222000,,MU
TRANSLATE BIO INC,89374L104,242393,18044239,,
ALPHABET INC,02079K107,227171,154580,,GOOGN
LIBERTY MEDIA CORP DEL,531229607,192369,5815276,,FWONB
NEXSTAR MEDIA GROUP INC,65336K103,187504,2085000,,
SS&C TECHNOLOGIES HLDGS INC,78467J100,183285,3028509,,
LIBERTY GLOBAL PLC,G5480U104,160878,7657205,,
FOX CORP,35137L204,158878,5680307,,FOX
FACEBOOK INC,30303M102,147450,563000,,
APPLIED MATLS INC,038222105,137127,2306601,,
THERAVANCE BIOPHARMA INC,G8807B106,129149,8735168,,
ATARA BIOTHERAPEUTICS INC,046513107,128590,9922030,,
VERINT SYS INC,92343X100,110332,2290000,,
HEALTHPEAK PROPERTIES INC,42250P103,108600,4000000,,
LIBERTY MEDIA CORP DEL,531229409,96958,2923048,,FWONB
HOWMET AEROSPACE INC,443201108,76976,4603800,,HWM
COLONY CAP INC NEW,19626G108,61759,22622503,,
REDBALL ACQUISITION CORP,G7417R121,52322,4950000,,
VERITIV CORP,923454102,45126,3564439,,
VESPER HEALTHCARE ACQSTN COR,92538T203,40630,3960000,,
REINVENT TECHNOLOGY PARTNERS,G7483N111,40215,3500000,,
BROADSTONE ACQUISITION CORP,G1739V118,29611,2970000,,
THERAVANCE BIOPHARMA INC,88339KAA0,26281,30000000,,
TRILOGY METALS INC NEW,89621C105,21807,12182568,,TMQ
PERSHING SQUARE TONTINE HLDG,71531R117,13942,1944444,,
VISTA OIL & GAS S A B DE C V,92837L109,9938,4416900,,
