name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
LIBERTY BROADBAND CORP,530307305,755626,7250296,,LBRDP
VICI PPTYS INC,925652109,452606,20535657,,
CAESARS ENTMT CORP,127686103,225096,19043658,,
INVESCO QQQ TR,46090E103,217617,1165350,,
ALTABA INC,021346101,170507,2457938,,
RED HAT INC,756577102,97378,518629,,
CELGENE CORP,151020104,75559,817385,,
ALPHABET INC,02079K305,71194,65750,,GOOGN
D R HORTON INC,23331A109,70771,1640871,,
MONDELEZ INTL INC,609207105,63764,1183000,,
ROVI CORP,779376AD4,61803,63222000,,
GRIFOLS S A,398438408,44857,2125925,,
DISNEY WALT CO,254687106,43987,315000,,
LPL FINL HLDGS INC,50212V100,43779,536699,,
ISHARES TR,464287622,42771,262740,,
EBAY INC,278642103,42068,1065000,,EBAY
SYMANTEC CORP,871503108,40352,1854400,,
TESLA INC,88160RAC5,38665,40700000,,
INSEEGO CORP,45782BAA2,38649,30769000,,INSG
CYPRESS SEMICONDUCTOR CORP,232806AM1,36139,21500000,,
ARCHER DANIELS MIDLAND CO,039483102,34680,850000,,
ON SEMICONDUCTOR CORP,682189AK1,34468,28000000,,ON
VEECO INSTRS INC DEL,922417AD2,33013,37000000,,
ENERGIZER HLDGS INC NEW,29272W109,32071,830000,,
VULCAN MATLS CO,929160109,31581,230000,,
CONAGRA BRANDS INC,205887102,30498,1150000,,CAG
VIPER ENERGY PARTNERS LP,92763M105,29279,950000,,
E TRADE FINANCIAL CORP,269246401,28906,648118,,
UNITEDHEALTH GROUP INC,91324P102,28061,115000,,UNH
KEURIG DR PEPPER INC,49271V100,28033,970000,,KDP
MORGAN STANLEY,617446448,27183,620468,,MS-PQ
MCCORMICK & CO INC,579780206,27127,175000,,MKC-V
CANADIAN NAT RES LTD,136385101,26970,1000000,CALL,
SELECT SECTOR SPDR TR,81369Y605,25294,916467,,
TESLA INC,88160RAG6,24616,25000000,,
SYNCHRONY FINL,87165B103,23913,689729,,
JPMORGAN CHASE & CO,46625H100,23729,212244,,JPM-PM
CTRIP COM INTL LTD,22943FAM2,22906,23000000,,
FIRST DATA CORP NEW,32008D106,22398,827402,,
II VI INC,902104AB4,21640,20500000,,
ANNALY CAP MGMT INC,035710409,21586,2364306,,
EDGEWELL PERS CARE CO,28035Q102,21560,800000,,
COLGATE PALMOLIVE CO,194162103,19709,275000,,CL
WORLDPAY INC,981558109,18903,154245,,
SLACK TECHNOLOGIES INC,83088V102,18704,498771,,
BANK AMER CORP,060505104,18675,643968,,
BGC PARTNERS INC,05541T101,18656,3567145,,
SPDR S&P 500 ETF TR,78462F103,17986,61384,,
SANTANDER CONSUMER USA HDG I,80283M101,17064,712175,,
RAMBUS INC DEL,750917AG1,17055,17300000,,RMBS
NXP SEMICONDUCTORS N V,62952QAB6,16958,16055000,,
M & T BK CORP,55261F104,16892,99325,,
CAESARS ENTMT CORP,127686AA1,16662,9719943,,
NRG ENERGY INC,629377508,16155,460000,,
ZAYO GROUP HLDGS INC,98919V105,15391,467671,,
AGNC INVT CORP,00123Q104,14301,850213,,
WELLS FARGO CO NEW,949746101,13516,285630,,
LYFT INC,55087P104,13142,200000,,
CITIGROUP INC,172967424,12806,182867,,C-PR
INTELSAT S A,L5140P101,12411,638117,,
CYPRESS SEMICONDUCTOR CORP,232806109,12232,550016,,
ALLERGAN PLC,G0177J108,11888,71000,,
DISH NETWORK CORP,25470MAB5,11696,12000000,,
CF INDS HLDGS INC,125269100,10977,235000,,
ARRAY BIOPHARMA INC,04269X105,9135,197179,,
CME GROUP INC,12572Q105,8954,46130,,CME
VISTRA ENERGY CORP,92840M102,8830,390000,,
MOSAIC CO NEW,61945C103,8761,350000,,MOS
VIAVI SOLUTIONS INC,925550AE5,8527,7346000,,VIAV
BRIGHAM MINERALS INC,10918L103,8185,381424,,
DENBURY RES INC,247916208,8060,6500000,,
VISA INC,92826C839,7800,44944,,V
FALCON MINERALS CORP,30607B109,7560,900000,,
AMERICAN EXPRESS CO,025816109,6922,56077,,AXP
EAST WEST BANCORP INC,27579R104,6741,144138,,EWBC
S&P GLOBAL INC,78409V104,6588,28920,,SPGI
SILICON LABORATORIES INC,826919AB8,6382,5120000,,SLAB
PNC FINL SVCS GROUP INC,693475105,6302,45904,,
ANADARKO PETE CORP,032511107,6260,88714,,
US BANCORP DEL,902973304,6236,119003,,
SUNCOR ENERGY INC NEW,867224107,6232,200000,,SU
TRAVELERS COMPANIES INC,89417E109,6044,40423,,
CHUBB LIMITED,H1467J104,5937,40306,,
TABLEAU SOFTWARE INC,87336U105,5872,35370,,
BERRY PETE CORP,08579X101,5830,550000,,
SELECT SECTOR SPDR TR,81369Y506,5541,86972,,
GCI LIBERTY INC,36164V305,5531,90000,,
ENTERPRISE PRODS PARTNERS L,293792107,5485,190000,,
INTERCONTINENTAL EXCHANGE IN,45866F104,5361,62386,,
ETSY INC,29786A106,5296,86300,,ETSY
OI S A,670851500,5273,2623192,,
MAGELLAN MIDSTREAM PRTNRS LP,559080106,5229,81700,,
PROGRESSIVE CORP OHIO,743315103,5206,65130,,
MARSH & MCLENNAN COS INC,571748102,5096,51090,,
SPDR SERIES TRUST,78464A730,5093,186916,,
KIMBELL RTY PARTNERS LP,49435R102,4922,304776,,
PRUDENTIAL FINL INC,744320102,4893,48445,,
AON PLC,G0408V102,4810,24925,,AON
AFLAC INC,001055102,4791,87419,,AFL
GOLDMAN SACHS GROUP INC,38141G104,4641,22682,,GS-PD
ENERGY TRANSFER LP,29273V100,4527,321500,,ET-PI
ALLSTATE CORP,020002101,4494,44195,,ALL-PB
BB&T CORP,054937107,4455,90674,,
MERITAGE HOMES CORP,59001A102,4195,81704,,MTH
NAVIENT CORPORATION,63938C108,3912,286579,,JSM
AMERICAN INTL GROUP INC,026874784,3840,72063,,
CAPITAL ONE FINL CORP,14040H105,3526,38861,,
METLIFE INC,59156R108,3317,66772,,MET-PF
BANK NEW YORK MELLON CORP,064058100,2995,67845,,
TIVO CORP,88870P106,2973,403423,,
WABCO HLDGS INC,92927K102,2909,21936,,
WESTERN MIDSTREAM PARTNERS L,958669103,2909,94550,,
ALNYLAM PHARMACEUTICALS INC,02043Q107,2902,40000,,
NASDAQ INC,631103108,2902,30177,,
CENTERPOINT ENERGY INC,15189T107,2863,100000,,CNP
