name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
META PLATFORMS INC,30303M102,1038081179,2137817,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,839771890,6172524,,
MICROSOFT CORP,594918104,811955101,1929918,,MSFT
AMAZON COM INC,023135106,810534103,4493481,,AMZN
SALESFORCE INC,79466L302,722912415,2400267,,
KKR & CO INC,48251W104,703267430,6992120,,
PHILIP MORRIS INTL INC,718172109,611208839,6671129,,
INTUIT,461202103,586592500,902450,,
BLOCK INC,852234103,569725382,6735935,,
PTC INC,69370C100,560765985,2967958,,PTC
BATH & BODY WORKS INC,070830104,488601162,9768116,,
ASML HOLDING N V,N07059210,479450999,494040,,
VISTRA CORP,92840M102,446657162,6412881,,VST
SPOTIFY TECHNOLOGY S A,L8681T102,445308819,1687415,,
LPL FINL HLDGS INC,50212V100,445195494,1685070,,
WORKDAY INC,98138H101,385893246,1414824,,
BOOKING HOLDINGS INC,09857L108,378366117,104294,,BKNG
APPLOVIN CORP,03831W108,368227627,5319671,,APP
LIVE NATION ENTERTAINMENT IN,538034109,340320369,3217551,,
MASTERCARD INCORPORATED,57636Q104,327671786,680424,,
MCKESSON CORP,58155Q103,301138492,560936,,MCK
DICKS SPORTING GOODS INC,253393102,269583979,1198897,,
EPAM SYS INC,29414B104,256805879,929917,,
ICICI BANK LIMITED,45104G104,254662783,9642665,,
CONSTELLATION ENERGY CORP,21037T109,161921391,875961,,CEG
AVIDXCHANGE HOLDINGS INC,05368X102,66810311,5080632,,
