name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ALTABA INC,021346101,1104241,15913544,,
ANADARKO PETE CORP,032511107,883978,12528026,,
FIRST DATA CORP NEW,32008D106,746313,27569738,,
RED HAT INC,756577102,739374,3937870,,
VISTRA ENERGY CORP,92840M102,283142,12506286,,
ARRAY BIOPHARMA INC,04269X105,268684,5805612,,
WORLDPAY INC,981558109,169271,1381243,,
TYSON FOODS INC,902494103,154087,1908433,,
PG&E CORP,69331C108,136496,5955336,,PCG-PX
TENET HEALTHCARE CORP,88033G407,114998,5566234,,THC
AVAYA HLDGS CORP,05351X101,87014,7305945,,
CLEAR CHANNEL OUTDOOR HLDGS,18453H106,79713,16888360,,
TABLEAU SOFTWARE INC,87336U105,75539,455000,,
RESTAURANT BRANDS INTL INC,76131D103,71279,1025000,,
TWITTER INC,90184LAF9,68170,70000000,,
TAKE-TWO INTERACTIVE SOFTWAR,874054109,51089,450000,,
DISNEY WALT CO,254687106,45383,325000,,
PVH CORP,693656100,44954,475000,,
DOLLAR TREE INC,256746108,41606,387500,,
RADIUS HEALTH INC,750469AA6,40720,45000000,,
ADOBE INC,00724F101,40512,137500,,ADBE
TESLA INC,88160RAG6,39286,40000000,,
VANECK VECTORS ETF TR,92189F676,38563,350000,PUT,
WAYFAIR INC,94419LAB7,37842,25000000,,W
ALTICE USA INC,02156K103,37567,1542792,,
MICROCHIP TECHNOLOGY INC,595017AF1,35343,30000000,,MCHPP
TARGET CORP,87612E106,34644,400000,PUT,TGT
SMARTSHEET INC,83200N103,34437,711507,,
UNIVAR INC,91336L107,34314,1556878,,
CHEWY INC,16679L109,32895,939870,,
LENDINGTREE INC NEW,52603B107,31483,75000,,
SPARTAN ENERGY ACQUISITON CO,846784114,30300,3000000,,
TEMPUR SEALY INTL INC,88023U101,30265,412500,,
GORES HOLDINGS III INC,38286G208,29316,2800000,,
SPOTIFY TECHNOLOGY S A,L8681T102,29244,200000,,
WEIBO CORP,948596AC5,28321,30000000,,WEIBF
TWILIO INC,90138F102,27952,205000,,TWLO
