name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TRIPLE FLAG PRECIOUS METAL,89679M104,4445358451,133815727,,
PHILLIPS 66,718546104,2484149040,19251000,,PSX
SUNCOR ENERGY INC NEW,867224107,2336476688,52670800,,SU
SOUTHWEST AIRLS CO,844741108,2113140905,51128500,,
SELECT SECTOR SPDR TR,81369Y308,1553600000,20000000,PUT,
VANECK ETF TRUST,92189F106,1200780000,14000000,PUT,
SELECT SECTOR SPDR TR,81369Y704,1163400000,7500000,PUT,
PINTEREST INC,72352L106,724920000,28000000,,
SELECT SECTOR SPDR TR,81369Y506,715360000,16000000,PUT,
INVESCO QQQ TR,46090E103,614310000,1000000,CALL,
ISHARES TR,464287598,588952000,2800000,PUT,
NVIDIA CORPORATION,67066G104,559500000,3000000,PUT,NVDA
HEWLETT PACKARD ENTERPRISE C,42824C109,447516092,18630978,,
UNITI GROUP LLC,912932100,413675655,59012219,,
ISHARES TR,464288513,306394000,3800000,,
SPDR SERIES TRUST,78468R556,302821984,2398400,PUT,
ETSY INC,29786A106,277200000,5000000,,ETSY
PEPSICO INC,713448108,182988000,1275000,,PEP
BILL HOLDINGS INC,090043100,163620000,3000000,,
SEADRILL LTD,G7997W102,157733027,4558758,,SDRL
DIGITAL RLTY TR INC,253868103,154710000,1000000,PUT,
EQUINIX INC,29444U700,114924000,150000,,EQIX
OR ROYALTIES INC.,68390D106,110098290,3111000,,OR
CROWN CASTLE INC,22822V101,108865750,1225000,,CCI
SENSATA TECHNOLOGIES HLDG PL,G8060N102,108192500,3250000,,
ISHARES TR,464287515,105690000,1000000,CALL,
SPDR SERIES TRUST,78464A755,93249000,900000,PUT,
WAYFAIR INC,94419LAR2,34327350,15000000,,W
GCI LIBERTY INC,36164V800,24555921,659928,,
STRATEGY INC,594972AJ0,22709280,16000000,,STRD
HDFC BANK LTD,40415F101,7920264,216756,,HDB
FS KKR CAP CORP,302635206,3922429,264850,,
