name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
JD.COM INC,47215P106,1501974,29860327,,
MICROSOFT CORP,594918104,1398357,6004108,,MSFT
SERVICENOW INC,81762P102,639716,1694117,,
META PLATFORMS INC,30303M102,609020,4488648,,
SEA LTD,81141R100,535494,9553864,,SE
ALPHABET INC,02079K305,523558,5473688,,GOOGN
DATADOG INC,23804L103,512707,5775031,,
WORKDAY INC,98138H101,482904,3172411,,
SNOWFLAKE INC,833445109,442001,2600615,,SNOW
LI AUTO INC,50202M102,396033,17211345,,LAAOF
ATLASSIAN CORP PLC,G06242104,362742,1722503,,
AMAZON COM INC,023135106,302326,2675450,,AMZN
KANZHUN LIMITED,48553T106,300809,17820415,,
UBER TECHNOLOGIES INC,90353T100,262961,9923073,,
BLOCK INC,852234103,208922,3799271,,
MASTERCARD INCORPORATED,57636Q104,205862,724000,,
NU HLDGS LTD,G6683N103,203807,46319839,,
DOORDASH INC,25809K105,180831,3656847,,
TOAST INC,888787108,165526,9899895,,
HUBSPOT INC,443573100,160530,594290,,HUBS
CROWDSTRIKE HLDGS INC,22788C105,148329,900000,,
PAGAYA TECHNOLOGIES LTD,M7S64L115,134636,74384378,,PGYWW
SENTINELONE INC,81730H109,106124,4151941,,
RINGCENTRAL INC,76680R206,99383,2487060,,
APPLOVIN CORP,03831W108,96920,4972813,,APP
TAIWAN SEMICONDUCTOR MFG LTD,874039100,90157,1315005,,
DLOCAL LTD,G29018101,88087,4292759,,DLO
OZON HLDGS PLC,69269L104,80724,6958988,,
QUALTRICS INTL INC,747601201,75831,7449000,,
FRESHWORKS INC,358054104,67435,5199337,,FRSH
ZENDESK INC,98936J101,54335,714000,,
SHOPIFY INC,82509L107,44781,1662240,,SHOP
OLO INC,68134L109,40326,5104581,,
ALTC ACQUISITION CORP,02156V109,39040,4000000,,
WEAVE COMMUNICATIONS INC,94724R108,35514,7032570,,
ATRENEW INC,00138L108,33054,14371218,,RERE
VISA INC,92826C839,28957,163000,,V
STARRY GROUP HOLDINGS INC,85572U102,28708,19266828,,
DOUBLEVERIFY HLDGS INC,25862V105,26188,957509,,
FUTU HLDGS LTD,36118L106,24947,669000,,
VTEX,G9470A102,23540,6362217,,VTEX
APOLLO GLOBAL MGMT INC,03769M106,21058,452869,,
LAMB WESTON HLDGS INC,513272104,13912,179784,,
BLEND LABS INC,09352U108,13727,6211142,,
ALTIMETER GROWTH CORP 2,G0371B109,13452,1357450,,
LEAD EDGE GROWTH OPRTUNTS LT,G54085124,9900,1000000,,
COINBASE GLOBAL INC,19260Q107,9773,151536,,
8X8 INC NEW,282914100,7476,2166968,,
STONECO LTD,G85158106,6536,685801,,STNE
PELOTON INTERACTIVE INC,70614W100,6381,920717,,
REDFIN CORP,75737F108,5787,991000,,
PAYPAL HLDGS INC,70450Y103,4674,54300,,
EMBARK TECHNOLOGY INC,29079J202,3684,495851,,
WARBY PARKER INC,93403J106,3563,267069,,WRBY
ROBLOX CORP,771049103,3121,87095,,RBLX
KATAPULT HOLDINGS INC,485859102,2631,2740000,,
JOBY AVIATION INC,G65163100,1602,370000,,
ON24 INC,68339B104,737,83803,,
SPOTIFY TECHNOLOGY S A,L8681T102,536,6211,,
INTUIT,461202103,530,1368,,
DINGDONG CAYMAN LTD,25445D101,422,118539,,
HASHICORP INC,418100103,296,9188,,
PINDUODUO INC,722304102,250,4000,,
JOBY AVIATION INC,G65163118,88,105000,,
