name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
EBAY INC,278642103,1087682,29286000,,EBAY
VIASAT INC,92552V100,1064235,13732068,,VSAT
FOX CORP,35137L105,1003017,27322720,,FOX
LIBERTY GLOBAL PLC,G5480U120,946441,39092995,,
CHENIERE ENERGY INC,16411R208,862588,12618308,,
QORVO INC,74736K101,759555,10589082,,
ALLERGAN PLC,G0177J108,698331,4769695,,
SYNCHRONY FINL,87165B103,454912,14260557,,
PG&E CORP,69331C108,436100,24500000,,PCG-PX
CBS CORP NEW,124857202,406002,8542016,,
CELGENE CORP,151020104,377360,4000000,,
MCKESSON CORP,58155Q103,329525,2815011,,MCK
TESLA INC,88160RAD3,328322,300000000,,
PIONEER NAT RES CO,723787107,304836,2001814,,
COLONY CAP INC NEW,19626G108,264337,49687370,,
ATARA BIOTHERAPEUTICS INC,046513107,253626,6380519,,
ANTERO RES CORP,03674X106,252430,28587791,,
TAKEDA PHARMACEUTICAL CO LTD,874060205,217328,10669021,,TKPHF
THERAVANCE BIOPHARMA INC,G8807B106,211039,9309168,,
UNIVAR INC,91336L107,210520,9500000,,
FOX CORP,35137L204,203809,5680307,,FOX
AKEBIA THERAPEUTICS INC,00972D105,200421,24471453,,
AMERISOURCEBERGEN CORP,03073E105,191190,2404299,,
BRISTOL MYERS SQUIBB CO,110122108,190840,4000000,,CELG-RI
LIBERTY GLOBAL PLC,G5480U104,123534,4957205,,
SINCLAIR BROADCAST GROUP INC,829226109,111904,2908096,,
NEXSTAR MEDIA GROUP INC,65336K103,108370,1000000,,
VERITIV CORP,923454102,93816,3564439,,
TRANSLATE BIO INC,89374L104,63939,6491298,,
DISNEY WALT CO,254687106,44318,399151,,
TRILOGY METALS INC NEW,89621C105,31991,13050758,,TMQ
THERAVANCE BIOPHARMA INC,88339KAA0,29213,30000000,,
GOSSAMER BIO INC,38341P102,26113,1267171,,
PARATEK PHARMACEUTICALS INC,699374302,12835,2394498,,
GTY TECHNOLOGY HOLDINGS INC,362409112,884,1466666,,
