name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
"VMWARE, INC.",928563402,4476730,42050818,,
"ENDEAVOR GROUP HOLDINGS, INC.",29260Y109,1863444,91976482,,
FIRST ADVANTAGE CORP,31846B108,1153169,89880679,,FA
EVERCOMMERCE INC.,29977X105,733241,67085136,,EVCM
GLOBAL BLUE GROUP HOLDING AG,H33700107,623278,134617220,,
"N-ABLE, INC.",62878D100,567404,61473869,,NABL
SOLARWINDS CORP,83417Q204,476423,61473871,,
QUALTRICS INTERNATIONAL INC.,747601201,254376,24987839,,
MADISON SQUARE GRDN SPRT COR,55825T103,248021,1899962,,
"VACASA, INC.",91854V107,191794,62473614,,
"SOFI TECHNOLOGIES, INC.",83406F102,152032,31154165,,SOFI
UNITY SOFTWARE INC.,91332U101,114604,34984419,,U
"TWITTER, INC.",90184L102,92064,2100000,,
GLOBALFOUNDRIES INC.,G39387108,77154,1595744,,GFS
GOODRX HLDGS INC.,38246G108,16496,3532276,,
"UIPATH, INC.",90364P105,10124,802880,,PATH
"ROOT, INC.",77664L207,4053,514403,,ROOT
AIRBNB INC.,009066101,3349,31881,,
DELL TECHNOLOGIES INC.,24703L202,2845,84058,,DELL
GLOBAL BLUE GROUP HOLDING AG,H33700115,2636,9250350,,
EXPEDIA GROUP INC.,30212P303,1960,20917,,
SNOWFLAKE INC,833445109,1610,9471,,SNOW
