name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BANK OZK LITTLE ROCK ARK,06417N103,58232000,1450000,PUT,
DISH NETWORK CORPORATION,25470MAB5,44588632,89500000,,
AFFIRM HLDGS INC,00827BAB2,24070085,32500000,,
WESTERN ALLIANCE BANCORP,957638109,14040950,385000,,WAL-PA
WEWORK INC,96209A104,13346307,52256486,,
ALPHA PARTNERS TECH MERGR CO,G63290111,10370000,1000000,,
DISH NETWORK CORPORATION,25470M109,7200000,1800000,PUT,
AVEANNA HEALTHCARE HLDGS INC,05356F105,6422000,3800000,,
BRAEMAR HOTELS & RESORTS INC,10482BAB7,6234906,6700000,,BHR-PD
BLACK SPADE ACQUISITION CO,G11537126,5170000,500000,,
UPSTART HLDGS INC,91680MAB3,1365918,2000000,,
BLACK SPADE ACQUISITION CO,G11537118,39050,250000,,
ALPHA PARTNERS TECH MERGR CO,G63290103,13833,333333,,
