name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SPDR S&P 500 ETF TR,78462F103,1716560,4000000,PUT,
GINKGO BIOWORKS HOLDINGS INC,37611X100,778284,67151368,,
ISHARES TR,464287655,546875,2500000,PUT,
FRONTIER COMMUNICATIONS PARE,35909D109,198708,7129824,,
DISH NETWORK CORPORATION,25470MAB5,127134,121895000,,
LIBERTY LATIN AMERICA LTD,53069QAB5,114512,112257000,,LILAP
LIBERTY MEDIA CORP DEL,530715AL5,98735,127019000,,FWONB
LIBERTY MEDIA CORP DEL,530715AG6,46408,59901000,,FWONB
EZCORP INC,302301AE6,46249,50431000,,EZPW
CONSOLIDATED COMM HLDGS INC,209034107,35040,3812892,,
GOODRICH PETE CORP,382410843,30758,1300000,,
ARDAGH METAL PACKAGING S A,L02235106,24900,2500000,,
LENDINGTREE INC,52603BAD9,23729,27719000,,
CROWDSTRIKE HLDGS INC,22788C105,21014,85500,PUT,
ZYMERGEN INC,98985X100,15293,1161188,,
KATAPULT HOLDINGS INC,485859102,14259,2625876,,
CHESAPEAKE ENERGY CORP,165167735,8699,141239,,
NUVASIVE INC,670704AJ4,6987,7200000,,
ENACT HLDGS INC,29249E109,2193,100000,,
ARDAGH METAL PACKAGING S A,L02235114,2012,935651,,
ORTHO CLINICAL DIAGNOSTICS H,G6829J107,1848,100000,,
ARDAGH GROUP S A,L0223L101,1260,49428,,
GINKGO BIOWORKS HOLDINGS INC,37611X118,170,50000,,
