name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SPDR S&P 500 ETF TR,78462F103,981122,3306000,PUT,
ALTABA INC,021346101,666011,34189499,,
WABTEC CORP,929740108,450633,6270986,,
FIDELITY NATL INFORMATION SV,31620M106,405663,3055609,,
IQVIA HLDGS INC,46266C105,394390,2640179,,
ALIBABA GROUP HLDG LTD,01609W102,363678,2174715,,
IAC INTERACTIVECORP,44919P508,317691,1457500,,
ALPHABET INC,02079K107,304795,250037,,GOOGN
CHARTER COMMUNICATIONS INC N,16119P108,290672,705309,,
ANTHEM INC,036752103,255198,1062883,,
SHERWIN WILLIAMS CO,824348106,247415,449952,,SHW
FACEBOOK INC,30303M102,242815,1363514,,
PLAYA HOTELS & RESORTS NV,N70544106,239652,30606930,,
IHS MARKIT LTD,G47567105,239122,3575384,,
VISA INC,92826C839,222797,1295257,,V
EQUINIX INC,29444U700,214379,371670,,EQIX
S&P GLOBAL INC,78409V104,203900,832314,,SPGI
MICROSOFT CORP,594918104,196626,1414272,,MSFT
CITRIX SYS INC,177376100,183419,1900323,,
GENERAL DYNAMICS CORP,369550108,181219,991732,,GD
ZAYO GROUP HLDGS INC,98919V105,167610,4944247,,
CIGNA CORP NEW,125523100,161321,1062790,,
BUCKEYE PARTNERS L P,118230101,160251,3900000,,
ASCENDIS PHARMA A S,04351P101,149296,1550000,,
PALO ALTO NETWORKS INC,697435105,124336,610000,,PANW
ALNYLAM PHARMACEUTICALS INC,02043Q107,120630,1500000,,
IOVANCE BIOTHERAPEUTICS INC,462260100,109655,6025000,,
ASTRAZENECA PLC,046353108,105889,2375785,,AZN
MYOKARDIA INC,62857M105,105885,2030397,,
SEA LTD,81141R100,104456,3375000,,SE
TRANSUNION,89400J107,101804,1255138,,TRU
ACCELERON PHARMA INC,00434H108,94824,2400000,,
EQUIFAX INC,294429105,89333,635056,,EFX
ALDER BIOPHARMACEUTICALS INC,014339105,78552,4165000,,
GLOBAL BLOOD THERAPEUTICS IN,37890U108,78218,1612069,,
TRINITY MERGER CORP,89653L106,77278,75000000,,
ENANTA PHARMACEUTICALS INC,29251M106,76555,1274212,,ENTA
ABBVIE INC,00287Y109,75720,1000000,,ABBV
ZOGENIX INC,98978L204,70070,1750000,,
GRIFOLS S A,398438408,62389,3113222,,
BOOKING HLDGS INC,09857L108,61114,31139,,
CVS HEALTH CORP,126650100,56763,900000,,CVS
RADIUS HEALTH INC,750469207,52903,2054486,,
SAGE THERAPEUTICS INC,78667J108,52300,372800,,
ZYMEWORKS INC,98985W102,42941,1731500,,ZYME
CARA THERAPEUTICS INC,140755109,39302,2150000,,
PROGENICS PHARMACEUTICALS IN,743187106,37154,7350000,,
FIBROGEN INC,31572Q808,36980,1000000,,
NXP SEMICONDUCTORS N V,N6596X109,35464,325000,,
READY CAP CORP,75574U101,35106,2205132,,
FATE THERAPEUTICS INC,31189P102,34943,2250000,,FATE
UBER TECHNOLOGIES INC,90353T100,33593,1102500,PUT,
EXELIXIS INC,30161Q104,30949,1750000,,
AMARIN CORP PLC,023111206,30329,2000600,,
ZEALAND PHARMA A S,98920Y304,25614,1010000,,
DECIPHERA PHARMACEUTICALS IN,24344T101,25455,750000,,
PTC THERAPEUTICS INC,69366JAB7,25210,24176000,,
INVITAE CORP,46185L103,25051,1300000,,
PTC THERAPEUTICS INC,69366J200,24587,726986,,
SYMANTEC CORP,871503108,24339,1030000,,
VERACYTE INC,92337F107,24000,1000000,,
STEMLINE THERAPEUTICS INC,85858C107,23943,2300000,,
MIRATI THERAPEUTICS INC,60468T105,23373,300000,,
CRISPR THERAPEUTICS AG,H17182108,22969,560367,,CRSP
AVROBIO INC,05455M100,21886,1550000,,
ARROWHEAD PHARMACEUTICALS IN,04280A100,18317,650000,,
PROTAGONIST THERAPEUTICS INC,74366E102,18015,1500000,,
SOLARCITY CORP,83416TAC4,17175,17370000,,
TRICIDA INC,89610F101,15435,500000,,
REATA PHARMACEUTICALS INC,75615P103,14618,182060,,
CHEMOCENTRYX INC,16383L106,13651,2013396,,
QUOTIENT LTD,G73268107,13209,1700000,,
ACADIA PHARMACEUTICALS INC,004225108,12597,350000,,ACAD
EIGER BIOPHARMACEUTICALS INC,28249U105,11531,1125000,,
SAVARA INC,805111101,9304,3510787,,SVRA
CLOVIS ONCOLOGY INC,189464AC4,8261,18801000,,
AXSOME THERAPEUTICS INC,05464T104,8096,400000,,
EXAGEN INC,30068X103,5628,363336,,XGN
PFENEX INC,717071104,5064,600000,,
CYCLERION THERAPEUTICS INC,23255M105,4565,376628,,
UNIQURE NV,N90064101,3972,100922,,
SANOFI,80105N113,3892,6827805,,SNYNF
DERMTECH INC,24984K105,3446,615385,,
PHASEBIO PHARMACEUTICALS INC,717224109,3369,807928,,
APTINYX INC,03836N103,2353,674141,,
GOSSAMER BIO INC,38341P102,1691,100712,,
II VI INC,902104108,1679,47687,,
ZAFGEN INC,98885E103,1336,1808360,,
RADIUS HEALTH INC,750469AA6,1140,1250000,,
