name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BAXTER INTL INC,071813109,1473870,16850000,,
UNITED TECHNOLOGIES CORP,913017109,819120,6000000,,
CAMPBELL SOUP CO,134429109,797640,17000000,,
ALLERGAN PLC,G0177J108,605844,3600000,,
DANAHER CORPORATION,235851102,535835,3710000,,
SOTHEBYS,835898107,379578,6661604,,
SALESFORCE COM INC,79466L302,371100,2500000,,
FIDELITY NATL INFORMATION SV,31620M106,331899,2499989,,
BURLINGTON STORES INC,122017106,299730,1500000,,
IQVIA HLDGS INC,46266C105,298760,2000000,,
PAYPAL HLDGS INC,70450Y103,279693,2700000,,
VISA INC,92826C839,258015,1500000,,V
FOX CORP,35137L105,252280,8000000,,FOX
ADOBE INC,00724F101,227906,825000,,ADBE
BOSTON SCIENTIFIC CORP,101137107,203450,5000000,,BSX
S&P GLOBAL INC,78409V104,195984,800000,,SPGI
FAR PT ACQUISITION CORP,30734W109,160377,15692500,,
FIVE BELOW INC,33829M101,107185,850000,,
BLACK KNIGHT INC,09215C105,106855,1750000,,
CENTENE CORP DEL,15135B101,103824,2400000,,CNC
SONY CORP,835699307,88695,1500000,,
MICROSOFT CORP,594918104,83418,600000,,MSFT
COLFAX CORP,194014106,58120,2000000,,
AMERICOLD RLTY TR,03064D108,47450,1280000,,
FAR PT ACQUISITION CORP,30734W208,42760,4000000,,
HD SUPPLY HLDGS INC,40416M105,39175,1000000,,
ZENDESK INC,98936J101,36440,500000,,
ANSYS INC,03662Q105,34820,157300,,
GODADDY INC,380237107,32990,500000,,GDDY
GTT COMMUNICATIONS INC,362393100,28873,3065078,,
KADMON HLDGS INC,48283N106,23708,9407745,,
ENVISTA HLDGS CORP,29415F104,22304,800000,,
TRADEWEB MKTS INC,892672106,15716,425000,,
CLEAR CHANNEL OUTDOOR HLDGS,18453H106,13230,5250000,,
SMILEDIRECTCLUB INC,83192H106,10410,750000,,
REPLAY ACQUISITION CORP,G75130123,10258,1000000,,
AFYA LTD,G01125106,10256,400000,,AFYA
GROCERY OUTLET HLDG CORP,39874R101,6242,180000,,
ISHARES TR,464287457,3339,39364,,
ESSENTIAL PPTYS RLTY TR INC,29670E107,204,10000,,
