name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
CBL & ASSOC PPTYS INC,124830878,248993707,8466294,,
SEADRILL 2021 LTD,G7997W102,190667812,4897709,,
BERRY GLOBAL GROUP INC,08579W103,178182147,2755252,,
NOBLE CORP PLC,G65431127,55652952,1772387,,NE-WT
FIRST FNDTN INC,32026V104,50120091,8152392,,
ARDAGH METAL PACKAGING S A,L02235106,30565776,10154743,,
MAGNERA CORP,55939A107,13832567,761286,,MAGN
SUNRUN INC,86771W105,7939275,858300,,RUN
ANYWHERE REAL ESTATE INC,75605Y106,2895503,877425,,
SONDER HOLDINGS INC,83542D110,10240,80000,,
BOLT PROJS HLDGS INC,09769B115,9167,166666,,
BRIDGER AEROSPACE GRP HLDGS,96812F110,7648,175000,,
