name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
LIBERTY GLOBAL PLC,G5480U120,1112606,41937674,,
VIASAT INC,92552V100,1109826,13732068,,VSAT
FOX CORP,35137L105,1001104,27322720,,FOX
EBAY INC,278642103,953767,24146000,,EBAY
CHENIERE ENERGY INC,16411R208,730645,10674135,,
ALLERGAN PLC,G0177J108,616067,3679549,,
BRISTOL MYERS SQUIBB CO,110122108,589550,13000000,,CELG-RI
QORVO INC,74736K101,578253,8681181,,
PG&E CORP,69331C108,561540,24500000,,PCG-PX
CBS CORP NEW,124857202,499000,10000000,,
MCKESSON CORP,58155Q103,348744,2595011,,MCK
SYNCHRONY FINL,87165B103,321064,9260557,,
TESLA INC,88160RAD3,295542,300000000,,
COLONY CAP INC NEW,19626G108,248437,49687370,,
UNIVAR INC,91336L107,209380,9500000,,
FOX CORP,35137L204,207502,5680307,,FOX
LIBERTY GLOBAL PLC,G5480U104,200825,7440705,,
AMERISOURCEBERGEN CORP,03073E105,188782,2214192,,
TAKEDA PHARMACEUTICAL CO LTD,874060205,167053,9438003,,TKPHF
ANTERO RES CORP,03674X106,158090,28587791,,
THERAVANCE BIOPHARMA INC,G8807B106,152019,9309168,,
NEXSTAR MEDIA GROUP INC,65336K103,141173,1397755,,
ATARA BIOTHERAPEUTICS INC,046513107,140770,7000000,,
AKEBIA THERAPEUTICS INC,00972D105,118442,24471453,,
TRANSLATE BIO INC,89374L104,109372,8844239,,
XPO LOGISTICS INC,983793100,86715,1500000,,
VERITIV CORP,923454102,69221,3564439,,
TRILOGY METALS INC NEW,89621C105,39766,13641368,,TMQ
SINCLAIR BROADCAST GROUP INC,829226109,29466,549423,,
GOSSAMER BIO INC,38341P102,27254,1267171,,
THERAVANCE BIOPHARMA INC,88339KAA0,25725,30000000,,
PARATEK PHARMACEUTICALS INC,699374302,9554,2394498,,
