name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
LIBERTY GLOBAL PLC,G5480U120,1459384,53971307,,
INTEL CORP,458140100,1220761,21744950,,INTC
EBAY INC.,278642103,1045471,14890623,,EBAY
QORVO INC,74736K101,1043688,5334466,,
VIASAT INC,92552V100,811842,16288959,,VSAT
ALPHABET INC,02079K107,729164,290930,,GOOGN
MICRON TECHNOLOGY INC,595112103,608747,7163416,,MU
FACEBOOK INC,30303M102,537907,1547000,,
TRANSLATE BIO INC,89374L104,493500,18044239,,
WILLIS TOWERS WATSON PLC LTD,G96629103,435089,1891526,,WTW
INTERNATIONAL FLAVORS&FRAGRA,459506101,313740,2100000,,
PG&E CORP,69331C108,311788,30657601,,PCG-PX
NEXSTAR MEDIA GROUP INC,65336K103,302562,2046000,,
LIBERTY MEDIA CORP DEL,531229607,300833,6484867,,FWONB
SS&C TECHNOLOGIES HLDGS INC,78467J100,239015,3316892,,
PERSHING SQUARE TONTINE HLDG,71531R109,229663,10090655,,
VERITIV CORP,923454102,218928,3564439,,
SHAW COMMUNICATIONS INC,82028K200,218125,7530807,,
LIBERTY GLOBAL PLC,G5480U104,207970,7657205,,
DIGITALBRIDGE GROUP INC,25401T108,180729,22877059,,
LIBERTY MEDIA CORP DEL,531229409,163030,3500000,,FWONB
THERAVANCE BIOPHARMA INC,G8807B106,143896,9910168,,
VERINT SYS INC,92343X100,137004,3039798,,
ATARA BIOTHERAPEUTICS INC,046513107,131825,8477488,,
ADVANTAGE SOLUTIONS INC,00791N102,129556,12195000,,ADV
IRONSOURCE LTD,M5R75Y101,80066,8000000,,
NUVATION BIO INC,67080N101,77143,8623021,,NUVB
REINVENT TECHNOLOGY PARTNERS,G7484L106,59339,6000000,,
CULLINAN ONCOLOGY INC,230031106,46277,1835560,,
AJAX I,G0190X100,42070,4223918,,
AVANTI ACQUISITION CORP,G0682V109,38960,4000000,,
REINVENT TECHNOLOGY PARTNERS,G7483N129,34930,3500000,,
HORIZON ACQUISITION CORPORAT,G46044106,34195,3499998,,
LIBERTY MEDIA ACQUISITION CO,53073L104,32576,3200000,,
TRILOGY METALS INC NEW,89621C105,30578,12182568,,TMQ
BROADSTONE ACQUISITION CORP,G1739V100,29344,2970000,,
THERAVANCE BIOPHARMA INC,88339KAA0,28559,30000000,,
GARRETT MOTION INC,366505105,28529,3575000,,GTX
ALTIMETER GROWTH CORP 2,G0371B109,25625,2500000,,
INVESTINDUSTRIAL ACQUISITION,G4771L105,20496,2100000,,
DRAGONEER GROWTH OPT CORP II,G28315102,20000,2000000,,
FINCH THERAPEUTICS GROUP INC,31773D101,16693,1208159,,
PERSHING SQUARE TONTINE HLDG,71531R117,12250,1944444,,
DRAGONEER GROWTH OPPTY CORP,G28314105,10100,1000000,,
REINVENT TECHNOLOGY PARTNERS,G74847107,9930,1000000,,
SVF INVESTMENT CORP,G8601L102,9880,1000000,,
THE BEAUTY HEALTH COMPANY,88331L116,5753,898981,,
NOBLE CORP NEW,G6610J209,2481,104928,,
AJAX I,G0190X126,2338,1250000,,
AVANTI ACQUISITION CORP,G0682V125,2080,2000000,,
BROADSTONE ACQUISITION CORP,G1739V126,1782,1485000,,
REDBALL ACQUISITION CORP,G7417R113,1782,1650000,,
REINVENT TECHNOLOGY PARTNERS,G7483N103,1711,875000,,
LIBERTY MEDIA ACQUISITION CO,53073L112,1403,640000,,
HORIZON ACQUISITION CORPORAT,G46044114,1365,1166666,,
REINVENT TECHNOLOGY PARTNERS,G7484L122,1350,750000,,
INVESTINDUSTRIAL ACQUISITION,G4771L113,707,700000,,
REINVENT TECHNOLOGY PARTNERS,G74847115,362,200000,,
SVF INVESTMENT CORP,G8601L128,308,200000,,
