name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
CHARTER COMMUNICATIONS INC N,16119P108,7492568,10385430,,
ALPHABET INC,02079K107,7399426,2952307,,GOOGN
MICROSOFT CORP,594918104,5548954,20483405,,MSFT
CANADIAN PAC RY LTD,13645T100,4295203,55860385,,
VISA INC,92826C839,3287016,14057890,,V
CANADIAN NATL RY CO,136375102,3176525,30107803,,
S&P GLOBAL INC,78409V104,2402553,5853460,,SPGI
MOODYS CORP,615369105,2378158,6562790,,
ALPHABET INC,02079K305,1509077,618021,,GOOGN
BOSTON PROPERTIES INC,101121101,1310038,11432392,,
UNION PAC CORP,907818108,1258266,5721210,,
ALEXANDRIA REAL ESTATE EQ IN,015271109,29656,163000,,
KILROY RLTY CORP,49427F108,8363,120083,,
