name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
CHARTER COMMUNICATIONS INC N,16119P108,6326233,10252881,,
ALPHABET INC,02079K107,6107231,2952307,,GOOGN
MICROSOFT CORP,594918104,4829372,20483405,,MSFT
CANADIAN PAC RY LTD,13645T100,4260709,11172077,,
VISA INC,92826C839,2976477,14057890,,V
CANADIAN NATL RY CO,136375102,2410839,20773418,,
S&P GLOBAL INC,78409V104,2065510,5853460,,SPGI
MOODYS CORP,615369105,1959715,6562790,,
UNION PAC CORP,907818108,1326105,6016539,,
ALPHABET INC,02079K305,1274681,618021,,GOOGN
BOSTON PROPERTIES INC,101121101,886393,8753638,,
LAM RESEARCH CORP,512807108,10298,17300,,LRCX
KLA CORP,482480100,10110,30600,,KLAC
