name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SEADRILL 2021 LTD,G7997W102,224188955,5005335,,
CBL & ASSOC PPTYS INC,124830878,177622848,8466294,,
BERRY GLOBAL GROUP INC,08579W103,170577651,2755252,,
NOBLE CORP PLC,G65431127,156615929,3092121,,NE-WT
SEAGEN INC,81181C104,80130752,377708,,
HORIZON THERAPEUTICS PUB L,G46188101,57845000,500000,,
VALARIS LTD,G9460G101,32098788,428098,,VAL-WT
ARDAGH METAL PACKAGING S A,L02235106,31784346,10154743,,
RUSH STREET INTERACTIVE INC,782011100,26497012,5735284,,
SUNRUN INC,86771WAB1,18149285,25075000,,RUN
ACORDA THERAPEUTICS INC,00484MAC0,15266250,25875000,,
SUNRUN INC,86771W105,11085456,882600,,RUN
DISH NETWORK CORPORATION,25470MAF6,10012500,15000000,,
ARES ACQUISITION CORPORATION,G33032122,198300,300000,,
L CATTERTON ASIA ACQUISITION,G5346G117,154422,299849,,
EG ACQUISITION CORP,26846A118,74013,433332,,
ALLEGO N V,N0796A118,63000,150000,,
BRIDGER AEROSPACE GRP HLDGS,96812F110,50750,175000,,
CHURCHILL CAPITAL CORP VII,17144M110,40039,129998,,
CC NEUBERGER PRINCIPAL HOLDN,G1992N126,29600,159998,,
JAWS MUSTANG ACQUISITION COR,G50737124,20000,500000,,
MAGNUM OPUS ACQUISITION LTD,G5S70A112,19700,500000,,
APOLLO STRATEGIC GRWT CPTL I,G0412A128,15700,200000,,
TRITIUM DCFC LIMITED,Q9225T116,15309,90000,,
KERNEL GROUP HOLDINGS INC,G5259L129,8925,149999,,
GOLDEN ARROW MERGER CORP,380799114,6033,166666,,
SONDER HOLDINGS INC,83542D110,1280,80000,,
