name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
META PLATFORMS INC,30303M102,585409500,1950000,,
MICROSOFT CORP,594918104,516251250,1635000,,MSFT
AMAZON COM INC,023135106,476700000,3750000,,AMZN
NVIDIA CORPORATION,67066G104,445864750,1025000,,NVDA
ALPHABET INC,02079K107,362587500,2750000,,GOOGN
UBER TECHNOLOGIES INC,90353T100,333427500,7250000,,
ALIBABA GROUP HLDG LTD,01609W102,312264000,3600000,,
ADVANCED MICRO DEVICES INC,007903107,233915500,2275000,,AMD
INTEL CORP,458140100,222187500,6250000,,INTC
FEDEX CORP,31428X106,172198000,650000,,FDX
QUALCOMM INC,747525103,144378000,1300000,,
PDD HOLDINGS INC,722304102,137298000,1400000,,PDD
ENERGY TRANSFER L P,29273V100,137239720,9781876,,
UNITEDHEALTH GROUP INC,91324P102,100838000,200000,,UNH
MICRON TECHNOLOGY INC,595112103,95242000,1400000,,MU
BAIDU INC,056752108,89342750,665000,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,86900000,1000000,,
EQT CORP,26884L109,83594800,2060000,,EQT
LAM RESEARCH CORP,512807108,75212400,120000,,LRCX
CAESARS ENTERTAINMENT INC NE,12769G100,70683750,1525000,,
MACYS INC,55616P104,58050000,5000000,,
ANTERO RESOURCES CORP,03674X106,49744800,1960000,,AR
JD.COM INC,47215P106,48792750,1675000,,
ASML HOLDING N V,N07059210,47092800,80000,,
ARISTA NETWORKS INC,040413106,45982500,250000,,
KE HLDGS INC,482497104,37248000,2400000,,
SOUTHWESTERN ENERGY CO,845467109,30960000,4800000,,
CHESAPEAKE ENERGY CORP,165167172,18440000,250000,,
CHESAPEAKE ENERGY CORP,165167735,17504690,203000,,
ENTERPRISE PRODS PARTNERS L,293792107,13574973,495980,,
CHESAPEAKE ENERGY CORP,165167180,10582500,150000,,
MPLX LP,55336V100,6485300,182325,,MPLXP
