name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
SPDR S&P 500 ETF TR,78462F103,1845987000,3300000,PUT,
MICROSOFT CORP,594918104,858079601,2285835,,MSFT
EXELIXIS INC,30161Q104,831936820,22533500,,
UNITEDHEALTH GROUP INC,91324P102,784525125,1497900,,UNH
NATERA INC,632307104,643105671,4547809,,
IQVIA HLDGS INC,46266C105,601509331,3411851,,
LANTHEUS HLDGS INC,516544103,587866955,6023227,,
ARAMARK,03852U106,560673702,16241996,,ARMK
DISNEY WALT CO,254687106,542477210,5496223,,
SALESFORCE INC,79466L302,527893640,1967110,,
AUTODESK INC,052769106,522919320,1997400,,
INTUIT,461202103,515910009,840258,,
THERMO FISHER SCIENTIFIC INC,883556102,515441946,1035856,,TMO
REVOLUTION MEDICINES INC,76155X100,478586709,13534692,,
ISHARES TR,464287556,460440000,3600000,PUT,
TRANSUNION,89400J107,449241966,5413206,,TRU
NEW YORK TIMES CO,650111107,443032805,8932113,,NYT
INTRA-CELLULAR THERAPIES INC,46116X101,403015600,3055000,,
BOSTON SCIENTIFIC CORP,101137107,379586926,3762757,,BSX
AON PLC,G0403H108,378337320,1361744,,AON
MCKESSON CORP,58155Q103,371826975,552500,,MCK
NASDAQ INC,631103108,338357448,4460288,,
CBRE GROUP INC,12504L109,326387646,2495700,,
SCHWAB CHARLES CORP,808513105,300036046,3832857,,SCHW-PJ
PROTAGONIST THERAPEUTICS INC,74366E102,295334810,6107006,,
WABTEC,929740108,291628572,1608098,,
ISHARES BITCOIN TRUST ETF,46438F101,271207778,5793800,,IBIT
ANALOG DEVICES INC,032654105,267616090,1327000,,ADI
ALPHABET INC,02079K107,260285429,1666040,,GOOGN
WOODWARD INC,980745103,259081053,1419700,,
HIMS & HERS HEALTH INC,433000106,235031983,7953705,,
BRIDGEBIO PHARMA INC,10806X102,198120670,5731000,,
BEAM THERAPEUTICS INC,07373V105,193896008,9928111,,BEAM
AGIOS PHARMACEUTICALS INC,00847X104,167023654,5700466,,
VISA INC,92826C839,166191637,474210,,V
