name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES INC,464286772,49416,756293,,
ISHARES INC,464286871,14932,681217,,
ISHARES TR,464288513,11449,136461,,
ISHARES TR,464287226,7168,60715,,
ISHARES TR,46429B671,5509,74270,,
ISHARES TR,464288281,4404,39712,,
ISHARES INC,464286103,3982,201902,,
NATIONAL GRID PLC,636274409,1992,34467,,NMKBP
SPDR S&P 500 ETF TR,78462F103,1843,5502,,
ISHARES TR,46429B598,1480,43705,,
FIAT CHRYSLER AUTOMOBILES N,N31738102,1411,115495,,
ALIBABA GROUP HLDG LTD,01609W102,1128,3836,,
DBX ETF TR,233051879,921,26712,,
VANECK VECTORS ETF TR,92189F403,629,30000,,
SELECT SECTOR SPDR TR,81369Y852,594,10000,,
TRUIST FINL CORP,89832Q109,539,14158,,
FORTIVE CORP,34959J108,530,6950,,FTV
ELANCO ANIMAL HEALTH INC,28414H103,516,18482,,ELAN
ORPHAZYME A S,687305102,510,49400,,
BAIDU INC,056752108,429,3388,,
ISHARES INC,464286715,327,16526,,
GLOBAL X FDS,37954Y319,303,15158,,
JD.COM INC,47215P106,266,3433,,
SAPIENS INTL CORP N V,G7T16G103,258,8423,,
MICROSOFT CORP,594918104,232,1103,,MSFT
NETEASE INC,64110W102,227,500,,
ASML HOLDING N V,N07059210,222,600,,
NATWEST GROUP PLC,639057108,145,53748,,RBSPF
